"","Chromosome","Start","End","Feature","203219650162_R08C01","203219650188_R08C01","203219750019_R05C01","203219750053_R05C01","203219760009_R08C01","203220070150_R02C01","203225140266_R03C01","203257030015_R06C01","203257030060_R08C01"
"chr4-0505","chr4",93300001,94300000,"chr4-0505",-0.495,-0.103,-0.2,-0.406,-0.132,-0.101,-0.447,-0.26,-0.09
"chr4-0506","chr4",94300001,94700000,"chr4-0506",-0.519,-0.174,-0.4,-0.312,-0.062,-0.09,-0.455,-0.289,-0.043
"chr4-0507","chr4",94700001,94800000,"chr4-0507",-0.072,-0.111,0.008,-0.191,-0.121,-0.024,-0.165,-0.048,0.004
"chr4-0508","chr4",94800001,95200000,"chr4-0508",0.098,-0.013,-0.034,0.097,0.034,-0.066,0.1,0.044,0.15
"chr4-0509","chr4",95200001,95300000,"chr4-0509",-0.735,-0.106,-0.453,-0.365,-0.047,-0.08,-0.709,-0.382,-0.148
"chr4-0510","chr4",95300001,95400000,"chr4-0510",0.196,0.082,-0.035,0.152,0.141,0.092,0.182,0.185,0.159
"chr4-0511","chr4",95400001,95500000,"chr4-0511",-0.219,-0.095,-0.092,-0.041,0.01,-0.092,-0.022,-0.168,-0.007
"chr4-0512","chr4",95500001,95600000,"chr4-0512",-0.432,-0.143,-0.384,-0.177,-0.044,-0.045,-0.321,-0.254,-0.034
"chr4-0513","chr4",95600001,95900000,"chr4-0513",-0.349,-0.035,-0.098,-0.181,0.036,-0.01,-0.466,-0.095,0.002
"chr4-0514","chr4",95900001,96000000,"chr4-0514",-0.442,0.018,-0.053,-0.167,-0.054,0.008,-0.334,-0.105,0.034
"chr4-0515","chr4",96000001,96100000,"chr4-0515",-0.501,-0.145,-0.18,-0.203,-0.025,-0.012,-0.401,-0.125,0.004
"chr4-0516","chr4",96100001,96400000,"chr4-0516",-0.376,-0.138,-0.256,-0.141,-0.012,-0.012,-0.242,-0.09,-0.038
"chr4-0517","chr4",96400001,96500000,"chr4-0517",0.066,-0.168,-0.164,-0.081,-0.132,-0.039,-0.044,-0.063,-0.103
"chr4-0518","chr4",96500001,96800000,"chr4-0518",-0.06,0.03,-0.107,0.011,-0.018,-0.029,0.009,0.087,0.056
"chr4-0519","chr4",96800001,97300000,"chr4-0519",-0.379,-0.093,-0.173,-0.151,0.003,-0.018,-0.317,-0.114,0.002
"chr4-0520","chr4",97300001,98600000,"chr4-0520",-0.401,-0.109,-0.231,-0.127,-0.073,-0.017,-0.333,-0.203,-0.054
"chr4-0521","chr4",98600001,99100000,"chr4-0521",-0.077,-0.027,-0.099,-0.099,0.066,0.031,-0.02,0.008,0.15
"chr4-0522","chr4",99100001,99200000,"chr4-0522",0.057,0.075,0.077,0.146,0.048,0.012,0.034,0.205,0.022
"chr4-0523","chr4",99200001,99400000,"chr4-0523",-0.178,0.01,0.011,-0.002,0.008,-0.062,-0.093,-0.095,-0.139
"chr4-0524","chr4",99400001,99500000,"chr4-0524",-0.308,-0.074,-0.14,-0.119,-0.069,-0.065,-0.102,-0.057,-0.01
"chr4-0525","chr4",99500001,99600000,"chr4-0525",-0.112,-0.012,-0.141,-0.035,-0.011,-0.044,0.007,-0.107,0.002
"chr4-0526","chr4",99600001,99800000,"chr4-0526",-0.214,-0.011,-0.157,-0.184,0.034,0.009,-0.416,-0.045,-0.092
"chr4-0527","chr4",99800001,99900000,"chr4-0527",0.147,0.106,0.115,0.179,0.027,0.014,0.085,0.169,0.083
"chr4-0528","chr4",99900001,100000000,"chr4-0528",0.04,0.064,0.017,0.062,0.056,0.039,-0.048,0.038,0.065
"chr4-0529","chr4",100000001,100100000,"chr4-0529",-0.104,-0.102,-0.199,-0.09,-0.048,-0.053,-0.145,-0.11,-0.123
"chr4-0530","chr4",100100001,100200000,"chr4-0530",-0.225,0.078,0.222,0.144,0.087,0.025,-0.169,0.08,0.067
"chr4-0531","chr4",100200001,100400000,"chr4-0531",-0.464,-0.126,-0.341,-0.313,-0.078,-0.079,-0.397,-0.194,-0.085
"chr4-0532","chr4",100400001,100500000,"chr4-0532",-0.07,-0.1,-0.065,-0.044,-0.043,-0.067,-0.061,0.068,-0.055
"chr4-0533","chr4",100500001,100600000,"chr4-0533",-0.063,-0.016,0.087,-0.1,-0.082,-0.003,-0.087,0.058,-0.047
"chr4-0534","chr4",100600001,100800000,"chr4-0534",-0.189,-0.052,-0.245,-0.211,-0.047,0.019,-0.109,-0.216,-0.036
"chr4-0535","chr4",100800001,100900000,"chr4-0535",0.258,0.055,0.079,0.155,0.069,0.079,0.152,0.188,0.11
"chr4-0536","chr4",100900001,101100000,"chr4-0536",-0.049,-0.067,0.129,-0.062,-0.07,-0.02,-0.152,-0.076,-0.037
"chr4-0537","chr4",101100001,101200000,"chr4-0537",0.123,-0.114,-0.425,-0.031,-0.044,0.022,-0.027,-0.027,0.027
"chr4-0538","chr4",101200001,101400000,"chr4-0538",-0.341,-0.106,-0.063,-0.193,-0.159,-0.108,-0.451,-0.125,0.054
"chr4-0539","chr4",101400001,101700000,"chr4-0539",-0.229,-0.053,-0.027,-0.135,-0.07,0.025,-0.432,-0.094,0.075
"chr4-0540","chr4",101700001,101900000,"chr4-0540",-0.716,-0.133,-0.401,-0.348,-0.057,-0.14,-0.541,-0.325,-0.102
"chr4-0541","chr4",101900001,102100000,"chr4-0541",-0.389,-0.139,-0.037,-0.099,0.005,-0.013,-0.365,-0.058,0.021
"chr4-0542","chr4",102100001,102200000,"chr4-0542",-0.399,-0.196,-0.286,-0.142,-0.058,-0.141,-0.341,-0.103,-0.04
"chr4-0543","chr4",102200001,102300000,"chr4-0543",0.256,0.011,0.136,0.139,0.089,0.09,0.09,0.189,0.044
"chr4-0544","chr4",102300001,102700000,"chr4-0544",-0.698,-0.106,-0.451,-0.41,-0.078,-0.144,-0.558,-0.408,-0.157
"chr4-0545","chr4",102700001,102800000,"chr4-0545",-0.254,-0.057,0.036,-0.069,-0.003,-0.013,-0.19,-0.055,0.075
"chr4-0546","chr4",102800001,103200000,"chr4-0546",-0.498,-0.17,-0.531,-0.319,-0.102,-0.115,-0.545,-0.32,-0.12
"chr4-0547","chr4",103200001,103400000,"chr4-0547",0.119,0.014,0.057,0.066,0.03,0.033,-0.09,0.035,0.048
"chr4-0548","chr4",103400001,103500000,"chr4-0548",-0.245,-0.093,-0.256,-0.062,-0.011,0.025,-0.115,-0.096,-0.02
"chr4-0549","chr4",103500001,103600000,"chr4-0549",-0.363,-0.027,-0.228,-0.195,0.025,-0.042,-0.401,-0.203,-0.022
"chr4-0550","chr4",103600001,103700000,"chr4-0550",-0.212,-0.081,-0.189,-0.223,-0.062,-0.08,-0.256,-0.116,-0.112
"chr4-0551","chr4",103700001,103800000,"chr4-0551",0.232,-0.017,-0.011,0.101,0.019,0.056,0.153,0.12,0.03
"chr4-0552","chr4",103800001,104000000,"chr4-0552",0.011,-0.037,-0.244,-0.106,-0.049,-0.034,-0.239,-0.063,-0.039
"chr4-0553","chr4",104000001,104200000,"chr4-0553",-0.118,-0.009,-0.117,-0.122,-0.022,-0.064,-0.172,-0.029,-0.067
"chr4-0554","chr4",104200001,104600000,"chr4-0554",-0.378,-0.081,-0.122,-0.16,-0.012,-0.029,-0.255,-0.136,0.077
"chr4-0555","chr4",104600001,104900000,"chr4-0555",-0.177,-0.17,-0.391,-0.142,-0.11,-0.085,-0.205,0.123,-0.097
"chr4-0556","chr4",104900001,105400000,"chr4-0556",-0.399,-0.202,-0.128,-0.218,-0.055,-0.03,-0.305,-0.165,-0.073
"chr4-0557","chr4",105400001,105500000,"chr4-0557",0.114,0.131,-0.035,-0.021,-0.119,-0.026,0.087,0.235,0.077
"chr4-0558","chr4",105500001,105800000,"chr4-0558",-0.581,-0.062,-0.376,-0.239,-0.08,-0.055,-0.364,-0.255,-0.141
"chr4-0559","chr4",105800001,106000000,"chr4-0559",-0.436,-0.108,-0.362,-0.319,-0.138,-0.072,-0.468,-0.276,-0.151
"chr4-0560","chr4",106000001,106100000,"chr4-0560",0.196,0.109,0.081,0.118,0.116,0.094,0.012,0.194,0.163
"chr4-0561","chr4",106100001,106300000,"chr4-0561",-0.384,-0.176,-0.292,-0.289,-0.107,-0.029,-0.375,-0.263,-0.045
"chr4-0562","chr4",106300001,106400000,"chr4-0562",0.046,-0.106,0.091,-0.122,-0.038,0.037,-0.079,0.06,-0.012
"chr4-0563","chr4",106400001,106600000,"chr4-0563",-0.439,-0.181,-0.172,-0.143,-0.04,-0.116,-0.402,-0.247,0.003
"chr4-0564","chr4",106600001,106700000,"chr4-0564",0.166,0.001,0.064,0.095,0.02,-0.02,0.036,0.185,0.062
"chr4-0565","chr4",106700001,106900000,"chr4-0565",-0.177,-0.102,-0.035,-0.144,-0.015,-0.028,-0.175,-0.103,0.05
"chr4-0566","chr4",106900001,107200000,"chr4-0566",-0.331,-0.188,-0.268,-0.152,-0.056,0.001,-0.213,-0.054,-0.007
"chr4-0567","chr4",107200001,107300000,"chr4-0567",-0.154,-0.172,-0.293,-0.213,-0.123,-0.107,-0.329,-0.213,-0.197
"chr4-0568","chr4",107300001,107900000,"chr4-0568",-0.374,-0.175,-0.013,-0.223,-0.042,-0.11,-0.466,-0.242,0.009
"chr4-0569","chr4",107900001,108000000,"chr4-0569",0.337,-0.063,0.224,0.111,-0.022,0.051,0.113,-0.036,0.087
"chr4-0570","chr4",108000001,108300000,"chr4-0570",-0.527,-0.189,-0.094,-0.12,-0.01,-0.091,-0.39,-0.249,-0.12
"chr4-0571","chr4",108300001,108600000,"chr4-0571",-0.593,-0.203,-0.339,-0.39,-0.144,-0.133,-0.652,-0.224,-0.157
"chr4-0572","chr4",108600001,108700000,"chr4-0572",-0.058,-0.1,-0.067,-0.124,-0.105,0.004,-0.144,-0.101,-0.075
"chr4-0573","chr4",108700001,108800000,"chr4-0573",-0.046,0.032,0.051,0.002,-0.043,0.024,0.002,0.113,0.091
"chr4-0574","chr4",108800001,108900000,"chr4-0574",-0.085,-0.032,-0.049,-0.024,-0.043,-0.033,-0.077,0.014,0.008
"chr4-0575","chr4",108900001,109000000,"chr4-0575",-0.137,-0.029,-0.087,-0.054,-0.028,0.014,-0.033,-0.005,0.021
"chr4-0576","chr4",109000001,109100000,"chr4-0576",0.244,-0.032,0.074,0.027,0.008,0.022,0.041,-0.018,-0.058
"chr4-0577","chr4",109100001,109500000,"chr4-0577",-0.492,-0.028,-0.165,-0.275,-0.072,-0.06,-0.437,-0.199,-0.062
"chr4-0578","chr4",109500001,109600000,"chr4-0578",-0.144,-0.127,-0.267,-0.106,-0.033,-0.195,-0.151,-0.176,-0.113
"chr4-0579","chr4",109600001,109700000,"chr4-0579",0.027,0.06,0.235,0.086,0.084,0.035,-0.092,0.143,0.082
"chr4-0580","chr4",109700001,110000000,"chr4-0580",-0.381,-0.047,-0.156,-0.038,-0.044,-0.093,-0.274,-0.104,0.014
"chr4-0581","chr4",110000001,110300000,"chr4-0581",-0.041,-0.091,-0.009,-0.041,-0.067,-0.022,-0.023,0.013,-0.023
"chr4-0582","chr4",110300001,110400000,"chr4-0582",-0.152,0.097,0.049,-0.035,0.027,-0.002,-0.216,-0.077,0.003
"chr4-0583","chr4",110400001,110600000,"chr4-0583",0.163,0.115,0.2,0.212,0.051,0.031,-0.044,0.253,0.153
"chr4-0584","chr4",110600001,110700000,"chr4-0584",0.072,-0.024,0.122,0.046,0.017,0.087,0.029,0.075,-0.003
"chr4-0585","chr4",110700001,110800000,"chr4-0585",-0.237,-0.137,-0.3,-0.252,-0.085,-0.065,-0.262,-0.171,-0.084
"chr4-0586","chr4",110800001,110900000,"chr4-0586",-0.448,-0.07,-0.344,-0.206,0.022,-0.099,-0.316,-0.21,-0.139
"chr4-0587","chr4",110900001,111100000,"chr4-0587",-0.354,-0.017,-0.211,-0.134,-0.039,-0.076,-0.338,-0.096,-0.109
"chr4-0588","chr4",111100001,111200000,"chr4-0588",0.059,-0.052,0.018,0.065,-0.002,-0.013,-0.035,0.003,0.045
"chr4-0589","chr4",111200001,111400000,"chr4-0589",-0.159,0.081,0.088,0.073,-0.009,-0.073,-0.011,-0.051,0.049
"chr4-0590","chr4",111400001,111500000,"chr4-0590",-0.243,0.085,0.189,0.107,-0.035,0.017,-0.225,0.019,0.135
"chr4-0591","chr4",111500001,111600000,"chr4-0591",0.178,-0.043,0.089,0.015,-0.037,-0.003,-0.012,0.037,0.016
"chr4-0592","chr4",111600001,112200000,"chr4-0592",-0.45,-0.07,0.056,-0.098,-0.086,-0.074,-0.327,-0.148,-0.074
"chr4-0593","chr4",112200001,112700000,"chr4-0593",-0.245,-0.061,-0.065,-0.278,-0.041,-0.003,-0.446,-0.165,0.024
"chr4-0594","chr4",112700001,113000000,"chr4-0594",-0.408,-0.14,-0.262,-0.338,-0.141,-0.103,-0.34,-0.232,-0.133
"chr4-0595","chr4",113000001,113100000,"chr4-0595",-0.161,0.024,0.036,-0.076,0.002,-0.012,-0.273,-0.016,-0.013
"chr4-0596","chr4",113100001,113200000,"chr4-0596",-0.035,-0.063,-0.153,-0.06,0.052,0.033,-0.057,0.033,-0.022
"chr4-0597","chr4",113200001,113300000,"chr4-0597",-0.02,0.041,0.127,0.087,0.082,0.063,0.112,0.062,0.063
"chr4-0598","chr4",113300001,113400000,"chr4-0598",-0.202,0.08,0.22,0.047,-0.051,-0.027,-0.103,0.044,0.013
"chr4-0599","chr4",113400001,113500000,"chr4-0599",-0.007,-0.042,0.185,-0.016,-0.027,0.008,-0.074,0.009,-0.01
"chr4-0600","chr4",113500001,113600000,"chr4-0600",0.094,-0.019,-0.045,0.141,0.076,0.007,0.044,0.143,0.087
"chr4-0601","chr4",113600001,113700000,"chr4-0601",-0.068,0.061,-0.022,-0.081,-0.017,0.047,-0.296,0.041,0.024
"chr4-0602","chr4",113700001,113900000,"chr4-0602",-0.045,-0.034,-0.099,0.034,0.062,-0.062,-0.163,-0.064,0.009
"chr4-0603","chr4",113900001,114000000,"chr4-0603",-0.356,0.008,-0.101,-0.19,-0.119,0.042,-0.488,-0.197,0.016
"chr4-0604","chr4",114000001,114200000,"chr4-0604",-0.271,0.021,0.094,-0.054,0.049,0.033,-0.339,-0.007,0.047
"chr4-0605","chr4",114200001,114300000,"chr4-0605",-0.311,-0.101,-0.239,-0.12,-0.083,-0.081,-0.455,-0.152,-0.042
"chr4-0606","chr4",114300001,114400000,"chr4-0606",-0.187,-0.088,-0.198,-0.14,0.005,-0.1,-0.191,-0.206,-0.037
"chr4-0607","chr4",114400001,114600000,"chr4-0607",-0.274,-0.144,-0.057,-0.114,-0.062,-0.056,-0.31,-0.062,-0.065
"chr4-0608","chr4",114600001,114700000,"chr4-0608",0.303,-0.082,-0.005,0.11,0.003,0.028,0.193,0.159,0.038
"chr4-0609","chr4",114700001,114900000,"chr4-0609",-0.547,-0.181,-0.307,-0.262,-0.072,-0.054,-0.445,-0.237,-0.1
"chr4-0610","chr4",114900001,115000000,"chr4-0610",0.001,0.125,0.281,0.194,0.033,0.053,0.104,0.186,0.196
"chr4-0611","chr4",115000001,115300000,"chr4-0611",-0.229,-0.023,-0.105,0.125,0.026,0.048,-0.135,-0.006,0.156
"chr4-0612","chr4",115300001,115500000,"chr4-0612",-0.113,-0.234,-0.204,0,-0.104,-0.068,-0.363,-0.306,-0.102
"chr4-0613","chr4",115500001,115600000,"chr4-0613",-0.134,-0.211,-0.197,-0.103,-0.075,0.021,-0.215,-0.174,-0.119
"chr4-0614","chr4",115600001,116100000,"chr4-0614",-0.762,-0.345,-0.612,-0.548,-0.211,-0.232,-0.603,-0.387,-0.273
"chr4-0615","chr4",116100001,117200000,"chr4-0615",-0.334,-0.26,-0.222,-0.224,0.019,-0.074,-0.487,-0.117,0.04
"chr4-0616","chr4",117200001,117500000,"chr4-0616",-0.231,-0.102,-0.021,0.007,-0.076,-0.157,-0.265,0.035,0.065
"chr4-0617","chr4",117500001,117700000,"chr4-0617",-0.148,-0.041,0.136,-0.001,-0.11,-0.081,-0.063,-0.002,-0.083
"chr4-0618","chr4",117700001,118100000,"chr4-0618",-0.1,-0.121,0.077,0.057,-0.101,-0.077,-0.062,-0.051,0.055
"chr4-0619","chr4",118100001,118900000,"chr4-0619",-0.332,0.044,0.118,0.049,-0.007,-0.063,-0.254,-0.188,-0.089
"chr4-0620","chr4",118900001,119200000,"chr4-0620",-0.038,-0.093,-0.185,-0.149,-0.127,-0.125,-0.281,-0.053,-0.128
"chr4-0621","chr4",119200001,119300000,"chr4-0621",0.074,0.014,0.085,0.02,0.015,0.012,-0.127,0.108,0.064
"chr4-0622","chr4",119300001,119500000,"chr4-0622",-0.377,-0.037,0.02,-0.248,-0.015,-0.014,-0.424,-0.149,0.062
"chr4-0623","chr4",119500001,119600000,"chr4-0623",0.187,0.008,0.303,0.263,-0.06,0.016,0.054,0.17,0.216
"chr4-0624","chr4",119600001,119700000,"chr4-0624",-0.256,-0.157,-0.286,-0.106,-0.002,-0.082,-0.06,-0.157,0.029
"chr4-0625","chr4",119700001,119800000,"chr4-0625",-0.13,-0.017,-0.248,-0.072,0.01,-0.017,-0.067,0.018,0.075
"chr4-0626","chr4",119800001,119900000,"chr4-0626",0.084,-0.082,-0.175,0.021,0.005,-0.014,0.075,0.047,-0.036
"chr4-0627","chr4",119900001,120000000,"chr4-0627",-0.08,-0.084,-0.327,-0.09,0.005,-0.059,-0.023,-0.178,0.013
"chr4-0628","chr4",120000001,120100000,"chr4-0628",-0.68,-0.152,-0.377,-0.423,-0.143,-0.205,-0.354,-0.423,-0.234
"chr4-0629","chr4",120100001,120200000,"chr4-0629",0.181,-0.046,-0.035,0.042,-0.004,0.02,0.151,0.08,0.043
"chr4-0630","chr4",120200001,120300000,"chr4-0630",-0.108,-0.03,-0.047,-0.022,0.018,-0.038,-0.186,-0.037,0.059
"chr4-0631","chr4",120300001,120400000,"chr4-0631",0.095,0.033,0.321,0.201,-0.009,-0.051,0.135,0.207,0.208
"chr4-0632","chr4",120400001,120500000,"chr4-0632",-0.647,-0.259,-0.282,-0.277,-0.142,-0.148,-0.283,-0.317,-0.179
"chr4-0633","chr4",120500001,120600000,"chr4-0633",0.3,-0.041,0.049,0.104,0.014,0.054,0.099,0.123,-0.033
"chr4-0634","chr4",120600001,120900000,"chr4-0634",-0.466,-0.15,-0.328,-0.291,-0.099,-0.061,-0.448,-0.307,-0.104
"chr4-0635","chr4",120900001,121000000,"chr4-0635",-0.213,-0.176,-0.273,-0.15,-0.11,-0.052,-0.151,-0.145,-0.115
"chr4-0636","chr4",121000001,121600000,"chr4-0636",-0.3,-0.127,-0.1,-0.114,0.046,-0.006,-0.311,-0.025,0.043
"chr4-0637","chr4",121600001,121800000,"chr4-0637",-0.3,-0.14,-0.287,-0.228,-0.063,-0.132,-0.316,-0.244,-0.065
"chr4-0638","chr4",121800001,121900000,"chr4-0638",0.264,0.1,0.174,0.126,0.115,0.103,0.114,0.153,0.124
"chr4-0639","chr4",121900001,122000000,"chr4-0639",-0.007,-0.127,0.016,-0.024,-0.058,-0.041,-0.116,-0.071,-0.03
"chr4-0640","chr4",122000001,122100000,"chr4-0640",-0.4,-0.159,-0.253,-0.267,-0.141,-0.092,-0.509,-0.195,-0.047
"chr4-0641","chr4",122100001,122300000,"chr4-0641",-0.409,-0.02,-0.254,-0.252,-0.025,-0.101,-0.254,-0.235,-0.129
"chr4-0642","chr4",122300001,122400000,"chr4-0642",0.16,-0.075,0.052,-0.04,-0.011,0.036,0.086,0.107,0.043
"chr4-0643","chr4",122400001,122600000,"chr4-0643",-0.527,-0.17,-0.427,-0.409,-0.125,-0.136,-0.518,-0.448,-0.175
"chr4-0644","chr4",122600001,122700000,"chr4-0644",0.009,-0.009,-0.082,0.065,0.029,-0.048,0.012,-0.035,0.04
"chr4-0645","chr4",122700001,122800000,"chr4-0645",0.071,-0.064,-0.162,-0.008,-0.009,-0.02,-0.012,-0.033,-0.035
"chr4-0646","chr4",122800001,122900000,"chr4-0646",-0.132,-0.064,0.038,0.004,-0.015,-0.007,-0.041,0.059,0.021
"chr4-0647","chr4",122900001,123100000,"chr4-0647",-0.466,-0.129,-0.165,-0.279,-0.097,-0.153,-0.477,-0.267,-0.141
"chr4-0648","chr4",123100001,123300000,"chr4-0648",-0.221,-0.011,-0.037,0.104,0.043,0.084,-0.226,0.081,0.091
"chr4-0649","chr4",123300001,123400000,"chr4-0649",-0.036,0.056,0.364,0.099,0.044,0.022,-0.002,0.044,0.058
"chr4-0650","chr4",123400001,123600000,"chr4-0650",-0.239,-0.058,-0.203,-0.064,0.033,-0.039,-0.333,-0.133,-0.092
"chr4-0651","chr4",123600001,123700000,"chr4-0651",-0.159,-0.041,-0.384,-0.079,-0.072,-0.024,-0.072,-0.092,-0.022
"chr4-0652","chr4",123700001,123800000,"chr4-0652",0,0.031,-0.083,-0.051,-0.002,0.045,-0.148,-0.097,-0.009
"chr4-0653","chr4",123800001,123900000,"chr4-0653",0.053,-0.138,-0.151,-0.073,-0.011,-0.062,0.051,-0.033,-0.043
"chr4-0654","chr4",123900001,124200000,"chr4-0654",-0.328,0.005,-0.059,0.032,-0.027,-0.023,-0.35,-0.027,0.06
"chr4-0655","chr4",124200001,124300000,"chr4-0655",-0.197,-0.002,-0.257,-0.154,-0.082,-0.109,-0.209,-0.108,0.013
"chr4-0656","chr4",124300001,124400000,"chr4-0656",0.107,0.062,-0.015,0.075,0.043,0.032,-0.011,0.127,0.093
"chr4-0657","chr4",124400001,124500000,"chr4-0657",0.027,0.162,0.268,0.146,0.056,-0.028,-0.16,0.152,0.146
"chr4-0658","chr4",124500001,124600000,"chr4-0658",-0.205,0.075,-0.125,-0.072,0.03,-0.054,-0.177,0.154,0.119
"chr4-0659","chr4",124600001,124800000,"chr4-0659",-0.239,0.055,-0.097,0.113,-0.039,-0.026,-0.215,-0.011,0.096
"chr4-0660","chr4",124800001,125000000,"chr4-0660",-0.391,-0.165,-0.295,-0.187,-0.019,-0.032,-0.329,-0.141,-0.049
"chr4-0661","chr4",125000001,125400000,"chr4-0661",-0.328,-0.138,-0.208,-0.097,-0.079,-0.114,-0.269,-0.182,-0.03
"chr4-0662","chr4",125400001,125600000,"chr4-0662",-0.339,-0.131,-0.251,-0.159,-0.081,-0.097,-0.472,-0.195,-0.228
"chr4-0663","chr4",125600001,125700000,"chr4-0663",-0.165,-0.094,-0.015,0.098,-0.046,-0.073,-0.068,-0.017,-0.046
"chr4-0664","chr4",125700001,126200000,"chr4-0664",-0.492,-0.199,-0.228,-0.199,-0.084,-0.052,-0.461,-0.148,-0.028
"chr4-0665","chr4",126200001,126300000,"chr4-0665",-0.052,-0.251,-0.146,-0.147,-0.167,-0.033,-0.027,-0.097,-0.038
"chr4-0666","chr4",126300001,126700000,"chr4-0666",-0.354,-0.135,-0.345,-0.152,-0.021,-0.028,-0.315,-0.187,-0.047
"chr4-0667","chr4",126700001,127800000,"chr4-0667",-0.296,-0.086,-0.193,-0.133,-0.053,-0.009,-0.238,-0.173,-0.002
"chr4-0668","chr4",127800001,128000000,"chr4-0668",-0.302,-0.006,-0.098,-0.095,-0.065,0.054,-0.223,-0.076,0.099
"chr4-0669","chr4",128000001,128500000,"chr4-0669",-0.331,-0.092,0.044,-0.199,-0.114,-0.075,-0.288,-0.142,-0.017
"chr4-0670","chr4",128500001,128600000,"chr4-0670",-0.16,-0.227,-0.37,-0.145,0.008,-0.064,-0.095,-0.219,-0.095
"chr4-0671","chr4",128600001,128700000,"chr4-0671",0.025,0.114,0.644,0.234,0.065,-0.048,0.036,0.175,0.145
"chr4-0672","chr4",128700001,128800000,"chr4-0672",0.123,0.001,0.05,0.007,0.018,0.088,0.114,0.046,0.143
"chr4-0673","chr4",128800001,128900000,"chr4-0673",0.173,-0.087,-0.167,0.128,0.039,0.082,0.104,0.143,0.013
"chr4-0674","chr4",128900001,129000000,"chr4-0674",0.204,0.245,0.326,0.293,0.139,0.184,0.104,0.366,0.307
"chr4-0675","chr4",129000001,129200000,"chr4-0675",-0.021,0.145,0.157,0.08,0.002,0.103,-0.208,0.035,0.065
"chr4-0676","chr4",129200001,129300000,"chr4-0676",0.026,-0.038,-0.119,0.061,0.02,0.07,-0.084,0.025,0.048
"chr4-0677","chr4",129300001,129400000,"chr4-0677",-0.348,-0.159,-0.521,-0.308,-0.094,-0.091,-0.301,-0.342,-0.153
"chr4-0678","chr4",129400001,129500000,"chr4-0678",-0.243,-0.039,-0.214,0.013,-0.038,-0.069,-0.107,-0.163,-0.157
"chr4-0679","chr4",129500001,129600000,"chr4-0679",-0.206,-0.02,-0.001,-0.068,-0.043,-0.052,-0.013,-0.123,-0.172
"chr4-0680","chr4",129600001,129700000,"chr4-0680",-0.208,0.114,0.347,0.12,0.065,0.077,-0.283,0.12,0.163
"chr4-0681","chr4",129700001,129800000,"chr4-0681",0.215,0.103,0.094,0.146,0.086,0.04,0.056,0.133,0.1
"chr4-0682","chr4",129800001,130100000,"chr4-0682",0.018,-0.041,-0.089,0.112,0.002,0.004,-0.076,0.048,0.119
"chr4-0683","chr4",130100001,130700000,"chr4-0683",-0.473,-0.162,-0.424,-0.245,-0.097,-0.107,-0.46,-0.261,-0.091
"chr4-0684","chr4",130700001,131000000,"chr4-0684",-0.325,-0.186,-0.02,-0.157,-0.009,-0.157,-0.504,-0.124,-0.091
"chr4-0685","chr4",131000001,131300000,"chr4-0685",-0.437,-0.108,-0.089,-0.183,-0.111,-0.162,-0.426,-0.231,-0.181
"chr4-0686","chr4",131300001,132600000,"chr4-0686",-0.305,-0.027,0.018,-0.057,0.003,-0.025,-0.357,0.018,-0.016
"chr4-0687","chr4",132600001,132700000,"chr4-0687",0.073,-0.078,0.546,0.283,-0.163,-0.287,-0.159,0.216,-0.126
"chr4-0688","chr4",132700001,133300000,"chr4-0688",0.092,0.164,0.439,0.172,0.012,0.159,-0.096,0.097,0.139
"chr4-0689","chr4",133300001,134000000,"chr4-0689",-0.093,-0.005,0.071,-0.058,-0.052,0.003,-0.092,-0.103,-0.015
"chr4-0690","chr4",134000001,134100000,"chr4-0690",0.105,-0.119,-0.304,-0.198,-0.077,-0.111,-0.056,-0.087,-0.123
"chr4-0691","chr4",134100001,135100000,"chr4-0691",-0.524,-0.15,-0.375,-0.31,-0.142,-0.084,-0.381,-0.273,-0.196
"chr4-0692","chr4",135100001,135500000,"chr4-0692",0.116,0.042,0.03,0.072,0.018,-0.003,-0.04,0.176,0.076
"chr4-0693","chr4",135500001,135900000,"chr4-0693",-0.315,-0.144,-0.031,0.118,-0.067,-0.115,-0.263,-0.136,-0.189
"chr4-0694","chr4",135900001,136800000,"chr4-0694",-0.302,-0.078,-0.13,-0.242,-0.047,-0.083,-0.362,-0.154,0.025
"chr4-0695","chr4",136800001,137200000,"chr4-0695",-0.345,-0.273,-0.175,-0.136,-0.07,-0.009,-0.392,-0.041,0.033
"chr4-0696","chr4",137200001,137700000,"chr4-0696",-0.187,-0.081,-0.257,-0.136,-0.056,-0.017,-0.237,-0.177,0.03
"chr4-0697","chr4",137700001,138400000,"chr4-0697",-0.527,-0.207,-0.318,-0.247,-0.094,-0.043,-0.534,-0.194,-0.027
"chr4-0698","chr4",138400001,138500000,"chr4-0698",-0.349,-0.239,-0.55,-0.256,-0.096,-0.032,-0.206,-0.176,-0.039
"chr4-0699","chr4",138500001,138700000,"chr4-0699",-0.12,0,-0.021,-0.026,-0.105,0.017,-0.229,0.06,-0.052
"chr4-0700","chr4",138700001,139000000,"chr4-0700",-0.263,-0.037,-0.064,-0.102,-0.127,-0.084,-0.221,-0.115,0.019
"chr4-0701","chr4",139000001,139100000,"chr4-0701",-0.394,-0.107,-0.147,-0.161,-0.134,-0.068,-0.515,-0.241,-0.174
