"","Chromosome","Start","End","Feature","205125590013_R05C01","205128000013_R03C01","205128000076_R04C01","205240110044_R02C01","205240110063_R03C01"
"chr2-0483","chr2",68500001,68600000,"chr2-0483",-0.031,-0.058,-0.079,-0.038,0.003
"chr2-0484","chr2",68600001,68700000,"chr2-0484",-0.029,-0.092,-0.126,-0.163,-0.085
"chr2-0485","chr2",68700001,68900000,"chr2-0485",-0.062,-0.103,-0.117,-0.08,-0.113
"chr2-0486","chr2",68900001,69000000,"chr2-0486",-0.063,-0.013,-0.066,0.026,-0.017
"chr2-0487","chr2",69000001,69100000,"chr2-0487",0.006,0,0.003,-0.013,-0.036
"chr2-0488","chr2",69100001,69200000,"chr2-0488",0.096,0.043,-0.005,0.052,-0.019
"chr2-0489","chr2",69200001,69300000,"chr2-0489",-0.089,-0.052,-0.161,-0.091,-0.062
"chr2-0490","chr2",69300001,69400000,"chr2-0490",-0.17,-0.129,-0.252,-0.106,-0.138
"chr2-0491","chr2",69400001,69500000,"chr2-0491",0.055,0.077,0.048,0.085,0.121
"chr2-0492","chr2",69500001,69600000,"chr2-0492",0.043,0.011,0.047,-0.02,0.066
"chr2-0493","chr2",69600001,69700000,"chr2-0493",-0.035,0.059,0.028,0.052,0.018
"chr2-0494","chr2",69700001,69800000,"chr2-0494",0.101,0.135,0.075,0.143,0.221
"chr2-0495","chr2",69800001,69900000,"chr2-0495",0.029,0.036,0.034,0.019,0.089
"chr2-0496","chr2",69900001,70000000,"chr2-0496",0.045,0.077,0.087,0.139,0.202
"chr2-0497","chr2",70000001,70100000,"chr2-0497",-0.068,-0.018,-0.012,-0.02,0.043
"chr2-0498","chr2",70100001,70200000,"chr2-0498",0.066,0.072,0.095,0.057,0.094
"chr2-0499","chr2",70200001,70300000,"chr2-0499",0.1,-0.038,0.038,0.077,0.091
"chr2-0500","chr2",70300001,70400000,"chr2-0500",0.028,-0.016,0.051,0,0.089
"chr2-0501","chr2",70400001,70500000,"chr2-0501",0.124,0.142,0.21,0.14,0.247
"chr2-0502","chr2",70500001,70600000,"chr2-0502",0.036,-0.021,0.093,0.085,0.17
"chr2-0503","chr2",70600001,70700000,"chr2-0503",-0.083,-0.087,-0.204,-0.143,-0.13
"chr2-0504","chr2",70700001,70800000,"chr2-0504",-0.042,-0.021,-0.007,-0.065,-0.039
"chr2-0505","chr2",70800001,70900000,"chr2-0505",-0.024,-0.032,-0.077,-0.085,-0.159
"chr2-0506","chr2",70900001,71000000,"chr2-0506",0.039,0.011,0.069,0,0.004
"chr2-0507","chr2",71000001,71100000,"chr2-0507",-0.148,-0.172,-0.159,-0.165,-0.192
"chr2-0508","chr2",71100001,71200000,"chr2-0508",0.021,-0.063,0.054,-0.043,-0.075
"chr2-0509","chr2",71200001,71300000,"chr2-0509",-0.107,-0.2,-0.12,-0.19,-0.288
"chr2-0510","chr2",71300001,71400000,"chr2-0510",-0.098,-0.153,-0.082,-0.135,-0.12
"chr2-0511","chr2",71400001,71500000,"chr2-0511",-0.02,-0.127,-0.029,-0.021,0.014
"chr2-0512","chr2",71500001,71600000,"chr2-0512",-0.06,0.015,0.008,-0.023,0.022
"chr2-0513","chr2",71600001,71700000,"chr2-0513",0.003,0.006,0,-0.093,-0.086
"chr2-0514","chr2",71700001,71800000,"chr2-0514",-0.023,-0.062,-0.029,-0.019,-0.102
"chr2-0515","chr2",71800001,71900000,"chr2-0515",0.055,-0.11,-0.034,-0.019,-0.156
"chr2-0516","chr2",71900001,72000000,"chr2-0516",-0.006,-0.103,-0.054,-0.11,-0.189
"chr2-0517","chr2",72000001,72100000,"chr2-0517",-0.031,-0.119,-0.096,-0.104,-0.088
"chr2-0518","chr2",72100001,72300000,"chr2-0518",-0.063,-0.142,-0.182,-0.154,-0.218
"chr2-0519","chr2",72300001,72400000,"chr2-0519",0.041,-0.029,0.061,-0.046,-0.167
"chr2-0520","chr2",72400001,72600000,"chr2-0520",-0.09,-0.031,-0.206,-0.077,0.008
"chr2-0521","chr2",72600001,72900000,"chr2-0521",-0.072,-0.038,-0.113,0.109,0.151
"chr2-0522","chr2",72900001,73000000,"chr2-0522",0.043,0.101,0.001,0.151,0.295
"chr2-0523","chr2",73000001,73100000,"chr2-0523",0.008,-0.01,0.049,-0.022,0.131
"chr2-0524","chr2",73100001,73200000,"chr2-0524",-0.034,-0.1,0.037,-0.067,-0.086
"chr2-0525","chr2",73200001,73300000,"chr2-0525",0.033,-0.008,0.038,0.004,-0.04
"chr2-0526","chr2",73300001,73400000,"chr2-0526",-0.005,-0.07,0.025,-0.074,-0.128
"chr2-0527","chr2",73400001,73500000,"chr2-0527",0.042,-0.04,0.108,0.027,-0.033
"chr2-0528","chr2",73500001,73600000,"chr2-0528",0.03,0.046,0.085,0.093,0.085
"chr2-0529","chr2",73600001,73800000,"chr2-0529",-0.052,-0.057,-0.01,-0.1,-0.053
"chr2-0530","chr2",73800001,73900000,"chr2-0530",0.004,0.016,-0.029,-0.007,-0.033
"chr2-0531","chr2",73900001,74000000,"chr2-0531",0.015,-0.051,0.008,-0.013,-0.007
"chr2-0532","chr2",74000001,74100000,"chr2-0532",0.001,-0.012,0,-0.005,-0.057
"chr2-0533","chr2",74100001,74200000,"chr2-0533",-0.064,-0.007,-0.026,-0.022,-0.005
"chr2-0534","chr2",74200001,74300000,"chr2-0534",0.05,0.01,0.053,0.03,0.026
"chr2-0535","chr2",74300001,74400000,"chr2-0535",0.059,0.086,0.092,0.125,0.148
"chr2-0536","chr2",74400001,74500000,"chr2-0536",-0.001,0.099,0.111,0.039,0.109
"chr2-0537","chr2",74500001,74600000,"chr2-0537",-0.043,0.001,-0.05,0.081,0.103
"chr2-0538","chr2",74600001,74700000,"chr2-0538",0.008,-0.073,0.029,-0.042,-0.035
"chr2-0539","chr2",74700001,74800000,"chr2-0539",0.052,-0.043,0.1,-0.009,-0.096
"chr2-0540","chr2",74800001,74900000,"chr2-0540",-0.008,0.057,0.093,0.06,0.083
"chr2-0541","chr2",74900001,75000000,"chr2-0541",-0.074,-0.095,-0.068,-0.043,-0.024
"chr2-0542","chr2",75000001,75100000,"chr2-0542",-0.085,-0.093,0.006,-0.1,-0.197
"chr2-0543","chr2",75100001,75200000,"chr2-0543",0.001,0.009,0.05,0.048,0.145
"chr2-0544","chr2",75200001,75400000,"chr2-0544",-0.104,-0.045,-0.157,-0.045,-0.095
"chr2-0545","chr2",75400001,75500000,"chr2-0545",-0.012,-0.199,-0.022,-0.226,-0.349
"chr2-0546","chr2",75500001,75700000,"chr2-0546",-0.062,-0.034,-0.154,-0.05,-0.029
"chr2-0547","chr2",75700001,75800000,"chr2-0547",-0.044,-0.026,-0.107,-0.028,-0.001
"chr2-0548","chr2",75800001,75900000,"chr2-0548",0.008,0.062,0.006,0.009,0.027
"chr2-0549","chr2",75900001,76000000,"chr2-0549",-0.028,0.011,-0.031,0.021,0.054
"chr2-0550","chr2",76000001,76600000,"chr2-0550",-0.013,0.069,-0.165,-0.116,0.016
"chr2-0551","chr2",76600001,77000000,"chr2-0551",-0.132,-0.106,-0.234,-0.208,-0.189
"chr2-0552","chr2",77000001,77700000,"chr2-0552",-0.01,0.012,-0.147,-0.068,-0.094
"chr2-0553","chr2",77700001,78200000,"chr2-0553",-0.007,0.143,-0.015,0.036,0.076
"chr2-0554","chr2",78200001,79200000,"chr2-0554",0.062,0.029,0.002,0.018,0.177
"chr2-0555","chr2",79200001,79300000,"chr2-0555",-0.046,-0.058,-0.168,-0.109,-0.005
"chr2-0556","chr2",79300001,79400000,"chr2-0556",-0.157,-0.159,-0.172,-0.107,-0.223
"chr2-0557","chr2",79400001,79700000,"chr2-0557",-0.045,0.028,-0.078,-0.161,-0.127
"chr2-0558","chr2",79700001,79800000,"chr2-0558",-0.056,0.085,-0.06,0.011,0.167
"chr2-0559","chr2",79800001,79900000,"chr2-0559",0.019,0.113,-0.028,0.061,0.064
"chr2-0560","chr2",79900001,80200000,"chr2-0560",-0.113,0.024,-0.192,-0.165,-0.127
"chr2-0561","chr2",80200001,80300000,"chr2-0561",-0.361,-0.289,-0.291,-0.213,-0.214
"chr2-0562","chr2",80300001,80500000,"chr2-0562",-0.017,-0.044,-0.07,0.023,-0.093
"chr2-0563","chr2",80500001,80600000,"chr2-0563",0.007,0,0.058,-0.039,-0.067
"chr2-0564","chr2",80600001,80800000,"chr2-0564",-0.086,0,0.017,0.03,-0.034
"chr2-0565","chr2",80800001,81400000,"chr2-0565",0.006,-0.045,-0.105,-0.213,-0.243
"chr2-0566","chr2",81400001,81500000,"chr2-0566",-0.045,-0.125,-0.038,-0.118,-0.079
"chr2-0567","chr2",81500001,82200000,"chr2-0567",-0.035,0.023,-0.052,-0.075,-0.004
"chr2-0568","chr2",82200001,82700000,"chr2-0568",-0.145,-0.057,-0.058,0.266,0.016
"chr2-0569","chr2",82700001,83200000,"chr2-0569",-0.369,-0.158,-0.605,-0.385,-0.523
"chr2-0570","chr2",83200001,83700000,"chr2-0570",-0.02,0.017,-0.205,-0.234,-0.045
"chr2-0571","chr2",83700001,84100000,"chr2-0571",-0.085,0.056,-0.1,0.097,0.138
"chr2-0572","chr2",84100001,84200000,"chr2-0572",-0.178,-0.065,-0.12,-0.105,-0.186
"chr2-0573","chr2",84200001,84600000,"chr2-0573",-0.024,0.068,-0.018,0.01,0.038
"chr2-0574","chr2",84600001,84700000,"chr2-0574",0.149,0.025,0.004,0.011,0.071
"chr2-0575","chr2",84700001,85000000,"chr2-0575",-0.103,-0.104,-0.171,-0.203,-0.11
"chr2-0576","chr2",85000001,85100000,"chr2-0576",-0.098,-0.087,-0.151,-0.045,-0.11
"chr2-0577","chr2",85100001,85200000,"chr2-0577",0.003,-0.056,0.104,-0.013,0.021
"chr2-0578","chr2",85200001,85300000,"chr2-0578",-0.048,0.077,0.068,0.158,0.264
"chr2-0579","chr2",85300001,85400000,"chr2-0579",0.019,0.092,0.038,0.165,0.143
"chr2-0580","chr2",85400001,85500000,"chr2-0580",0.013,-0.036,-0.032,0.028,0.007
"chr2-0581","chr2",85500001,85600000,"chr2-0581",0.042,-0.027,0.034,0.031,0.062
"chr2-0582","chr2",85600001,85700000,"chr2-0582",0.086,-0.001,0.121,0.08,-0.005
"chr2-0583","chr2",85700001,85800000,"chr2-0583",-0.021,-0.039,0.022,-0.028,-0.026
"chr2-0584","chr2",85800001,85900000,"chr2-0584",0.095,0.033,0.138,0.093,0.08
"chr2-0585","chr2",85900001,86000000,"chr2-0585",-0.024,-0.072,-0.002,0.007,-0.064
"chr2-0586","chr2",86000001,86100000,"chr2-0586",0.016,-0.026,0.027,0.015,0.076
"chr2-0587","chr2",86100001,86200000,"chr2-0587",0.028,-0.082,0.03,-0.059,-0.063
"chr2-0588","chr2",86200001,86300000,"chr2-0588",0.01,-0.037,-0.02,-0.021,-0.023
"chr2-0589","chr2",86300001,86400000,"chr2-0589",-0.035,0.021,-0.15,-0.075,0.082
"chr2-0590","chr2",86400001,86500000,"chr2-0590",-0.011,0,0.029,0.02,0.111
"chr2-0591","chr2",86500001,86600000,"chr2-0591",-0.001,0.034,0.077,0.041,0.068
"chr2-0592","chr2",86600001,86700000,"chr2-0592",0.064,0.03,0.132,0.121,0.133
"chr2-0593","chr2",86700001,86800000,"chr2-0593",0.013,-0.028,-0.006,-0.066,-0.01
"chr2-0594","chr2",86800001,86900000,"chr2-0594",-0.128,0.03,0.057,0.042,0.082
"chr2-0595","chr2",86900001,87000000,"chr2-0595",-0.051,0.002,-0.009,0.003,0.084
"chr2-0596","chr2",87000001,87100000,"chr2-0596",0.029,0.003,0.099,0.085,0.11
"chr2-0597","chr2",87100001,87400000,"chr2-0597",0.06,0.1,0.149,0.131,0.215
"chr2-0598","chr2",87400001,87668206,"chr2-0598",0.043,0.063,0.06,0.105,0.054
"chr2-0599","chr2",87718207,87900000,"chr2-0599",0.087,0.095,0.09,0.299,0.16
"chr2-0600","chr2",87900001,88300000,"chr2-0600",0.044,0.089,0.038,0.166,0.053
"chr2-0601","chr2",88300001,88400000,"chr2-0601",-0.035,-0.008,-0.01,-0.001,0.031
"chr2-0602","chr2",88400001,88500000,"chr2-0602",-0.037,-0.017,-0.143,-0.038,-0.041
"chr2-0603","chr2",88500001,88600000,"chr2-0603",0.118,0.062,0.141,-0.023,0.153
"chr2-0604","chr2",88600001,88700000,"chr2-0604",0.047,-0.103,0.107,0.06,0.085
"chr2-0605","chr2",88700001,88800000,"chr2-0605",0.018,0.044,0.112,0.026,0.035
"chr2-0606","chr2",88800001,88900000,"chr2-0606",0.026,0.031,0.049,0.085,0.211
"chr2-0607","chr2",88900001,89000000,"chr2-0607",-0.052,-0.112,-0.02,-0.086,-0.047
"chr2-0608","chr2",89000001,89100000,"chr2-0608",0.027,0.024,0.123,0.013,-0.025
"chr2-0609","chr2",89100001,89200000,"chr2-0609",-0.095,-0.033,-0.209,-0.166,-0.139
"chr2-0610","chr2",89200001,89300000,"chr2-0610",-0.168,-0.03,-0.127,-0.233,-0.075
"chr2-0611","chr2",89300001,89630436,"chr2-0611",0.014,-0.028,-0.045,-0.108,-0.094
"chr2-0612","chr2",89830437,90100000,"chr2-0612",0.006,0.022,-0.101,-0.365,0.032
"chr2-0613","chr2",90100001,90321525,"chr2-0613",-0.139,0.014,-0.194,-0.829,-0.251
"chr2-0614","chr2",91595104,91800000,"chr2-0614",0.172,0.273,0.204,0.22,0.407
"chr2-0615","chr2",91800001,91900000,"chr2-0615",0.04,0.037,0.051,-0.056,-0.085
"chr2-0616","chr2",91900001,92000000,"chr2-0616",-0.008,-0.013,-0.152,-0.074,-0.178
"chr2-0617","chr2",92000001,92100000,"chr2-0617",-0.082,-0.027,0.088,-0.104,-0.127
"chr2-0618","chr2",92100001,92326171,"chr2-0618",-0.166,-0.083,-0.147,-0.304,-0.346
"chr2-0619","chr2",95326172,95600000,"chr2-0619",0.012,-0.078,-0.001,-0.112,-0.271
"chr2-0620","chr2",95600001,95700000,"chr2-0620",-0.021,-0.093,0.035,-0.112,-0.109
"chr2-0621","chr2",95700001,95800000,"chr2-0621",0,-0.062,-0.033,-0.054,-0.113
"chr2-0622","chr2",95800001,95900000,"chr2-0622",0.049,-0.01,0.045,-0.017,-0.022
"chr2-0623","chr2",95900001,96000000,"chr2-0623",0.064,-0.06,0.073,-0.069,-0.12
"chr2-0624","chr2",96000001,96100000,"chr2-0624",-0.027,-0.106,-0.003,-0.065,-0.227
"chr2-0625","chr2",96100001,96300000,"chr2-0625",0.003,0.043,0.043,0.099,0.028
"chr2-0626","chr2",96300001,96400000,"chr2-0626",-0.049,-0.082,-0.065,-0.111,-0.12
"chr2-0627","chr2",96400001,96600000,"chr2-0627",-0.108,-0.124,-0.067,-0.135,-0.136
"chr2-0628","chr2",96600001,96700000,"chr2-0628",-0.132,-0.19,-0.089,-0.163,-0.215
"chr2-0629","chr2",96700001,96800000,"chr2-0629",0.019,0.023,0.114,0.065,0.013
"chr2-0630","chr2",96800001,96900000,"chr2-0630",0.031,0.013,0.085,0.013,0
"chr2-0631","chr2",96900001,97000000,"chr2-0631",-0.031,-0.054,0.03,-0.045,-0.083
"chr2-0632","chr2",97000001,97100000,"chr2-0632",0.1,-0.036,0.11,0.079,0.06
"chr2-0633","chr2",97100001,97200000,"chr2-0633",0.029,-0.015,0.045,-0.011,-0.122
"chr2-0634","chr2",97200001,97300000,"chr2-0634",0.067,-0.003,0.131,0.08,0.085
"chr2-0635","chr2",97300001,97400000,"chr2-0635",0.041,-0.054,0.042,-0.035,-0.099
"chr2-0636","chr2",97400001,97500000,"chr2-0636",0.083,0.037,0.124,0.067,0.088
"chr2-0637","chr2",97500001,97600000,"chr2-0637",0.064,-0.026,0.126,0.032,-0.045
"chr2-0638","chr2",97600001,97700000,"chr2-0638",0.099,0.036,0.138,0.126,0.195
"chr2-0639","chr2",97700001,98200000,"chr2-0639",-0.026,-0.099,0.009,-0.102,-0.147
"chr2-0640","chr2",98200001,98300000,"chr2-0640",0.028,-0.046,0.083,-0.084,-0.126
"chr2-0641","chr2",98300001,98400000,"chr2-0641",0.033,-0.019,0.072,-0.014,-0.1
"chr2-0642","chr2",98400001,98500000,"chr2-0642",-0.069,0.006,-0.095,0,-0.008
"chr2-0643","chr2",98500001,98600000,"chr2-0643",0.146,0.204,0.109,0.24,0.331
"chr2-0644","chr2",98600001,98700000,"chr2-0644",0.018,0.083,0.159,0.086,0.113
"chr2-0645","chr2",98700001,98800000,"chr2-0645",-0.033,-0.005,-0.034,-0.063,-0.016
"chr2-0646","chr2",98800001,98900000,"chr2-0646",-0.035,0.017,0.016,0.101,0.142
"chr2-0647","chr2",98900001,99000000,"chr2-0647",0.077,0.013,0.065,0.117,-0.019
"chr2-0648","chr2",99000001,99100000,"chr2-0648",0.032,0.015,0.043,0.042,0.032
"chr2-0649","chr2",99100001,99200000,"chr2-0649",0.003,-0.03,-0.076,0.014,-0.143
"chr2-0650","chr2",99200001,99300000,"chr2-0650",-0.073,0.013,-0.015,-0.084,0.004
"chr2-0651","chr2",99300001,99400000,"chr2-0651",0.051,-0.001,0.055,0.075,0.164
"chr2-0652","chr2",99400001,99500000,"chr2-0652",-0.088,-0.065,-0.106,-0.026,-0.092
"chr2-0653","chr2",99500001,99700000,"chr2-0653",-0.057,0.006,0.081,0.05,0.017
"chr2-0654","chr2",99700001,99800000,"chr2-0654",0.029,-0.006,-0.029,-0.017,0.037
"chr2-0655","chr2",99800001,99900000,"chr2-0655",-0.067,-0.031,-0.085,0.01,0.055
"chr2-0656","chr2",99900001,100000000,"chr2-0656",-0.004,0,0.029,0.037,0.019
"chr2-0657","chr2",100000001,100100000,"chr2-0657",0.074,0.129,0.141,0.177,0.268
"chr2-0658","chr2",100100001,100200000,"chr2-0658",0.006,-0.039,0.032,0.02,0.153
"chr2-0659","chr2",100200001,100300000,"chr2-0659",0.066,0.089,-0.016,0.065,0.101
"chr2-0660","chr2",100300001,100600000,"chr2-0660",-0.04,-0.006,-0.118,-0.006,0.039
"chr2-0661","chr2",100600001,100700000,"chr2-0661",-0.117,-0.125,-0.189,-0.147,-0.027
"chr2-0662","chr2",100700001,100800000,"chr2-0662",-0.101,-0.064,-0.069,-0.038,0.01
"chr2-0663","chr2",100800001,100900000,"chr2-0663",0.005,-0.067,-0.077,-0.053,-0.041
"chr2-0664","chr2",100900001,101000000,"chr2-0664",0.133,0.091,0.255,0.241,0.264
"chr2-0665","chr2",101000001,101100000,"chr2-0665",0.061,0.058,0.056,0.036,0.072
"chr2-0666","chr2",101100001,101200000,"chr2-0666",-0.05,-0.029,0.067,-0.024,-0.019
"chr2-0667","chr2",101200001,101300000,"chr2-0667",0.036,0.021,0.07,0.095,0.086
"chr2-0668","chr2",101300001,101400000,"chr2-0668",-0.137,-0.045,-0.159,0.042,0.128
"chr2-0669","chr2",101400001,101500000,"chr2-0669",0.027,0.041,0.144,0.085,0.106
"chr2-0670","chr2",101500001,101600000,"chr2-0670",-0.002,-0.006,-0.082,0.015,-0.016
"chr2-0671","chr2",101600001,101700000,"chr2-0671",0.083,0.087,0.071,0.096,0.042
"chr2-0672","chr2",101700001,101800000,"chr2-0672",-0.009,0.046,0.084,0.093,0.105
"chr2-0673","chr2",101800001,101900000,"chr2-0673",0.014,0.069,0.126,0.136,0.16
"chr2-0674","chr2",101900001,102000000,"chr2-0674",-0.049,0.068,0.006,0.019,0.077
"chr2-0675","chr2",102000001,102100000,"chr2-0675",0.062,0.035,0.082,0.045,0.091
"chr2-0676","chr2",102100001,102300000,"chr2-0676",0.005,0.015,0.104,0.102,0.174
"chr2-0677","chr2",102300001,102400000,"chr2-0677",-0.003,0.025,0.048,0.044,0.036
"chr2-0678","chr2",102400001,102500000,"chr2-0678",0.006,0.091,-0.031,0.021,0.067
"chr2-0679","chr2",102500001,102600000,"chr2-0679",-0.001,-0.027,0.016,-0.025,-0.034
"chr2-0680","chr2",102600001,102700000,"chr2-0680",0.02,-0.005,0.019,-0.019,-0.02
"chr2-0681","chr2",102700001,102800000,"chr2-0681",-0.041,-0.02,-0.025,-0.029,0.106
"chr2-0682","chr2",102800001,102900000,"chr2-0682",-0.025,-0.043,-0.094,-0.042,-0.052
"chr2-0683","chr2",102900001,103000000,"chr2-0683",-0.041,0.053,-0.016,0.011,-0.039
"chr2-0684","chr2",103000001,103100000,"chr2-0684",-0.001,0.023,-0.096,-0.032,-0.037
"chr2-0685","chr2",103100001,103300000,"chr2-0685",-0.03,-0.017,-0.018,0.021,0.103
"chr2-0686","chr2",103300001,103400000,"chr2-0686",-0.102,-0.1,-0.161,-0.074,-0.139
"chr2-0687","chr2",103400001,103500000,"chr2-0687",-0.084,0.059,-0.029,0.077,0.144
"chr2-0688","chr2",103500001,103700000,"chr2-0688",0.014,0.121,0.045,0.166,0.227
"chr2-0689","chr2",103700001,104400000,"chr2-0689",-0.231,-0.08,-0.337,-0.101,-0.227
"chr2-0690","chr2",104400001,104500000,"chr2-0690",-0.115,0.016,-0.221,-0.132,-0.147
"chr2-0691","chr2",104500001,104700000,"chr2-0691",-0.053,-0.048,-0.186,-0.11,0.044
"chr2-0692","chr2",104700001,105000000,"chr2-0692",-0.029,-0.044,-0.061,0.008,0.068
"chr2-0693","chr2",105000001,105100000,"chr2-0693",0.002,0.107,-0.035,0.058,0.19
"chr2-0694","chr2",105100001,105200000,"chr2-0694",-0.061,0.019,-0.155,-0.021,0.095
"chr2-0695","chr2",105200001,105300000,"chr2-0695",-0.084,0.023,-0.132,-0.014,0.12
"chr2-0696","chr2",105300001,105400000,"chr2-0696",-0.045,-0.113,-0.196,-0.13,-0.143
"chr2-0697","chr2",105400001,105500000,"chr2-0697",0.004,-0.057,0.057,-0.029,-0.025
"chr2-0698","chr2",105500001,105600000,"chr2-0698",-0.056,-0.044,-0.033,-0.016,-0.127
"chr2-0699","chr2",105600001,105700000,"chr2-0699",-0.162,-0.147,-0.234,-0.235,-0.19
"chr2-0700","chr2",105700001,105800000,"chr2-0700",-0.001,0.038,-0.047,0.03,0.066
"chr2-0701","chr2",105800001,105900000,"chr2-0701",-0.098,-0.106,-0.05,-0.097,-0.118
"chr2-0702","chr2",105900001,106000000,"chr2-0702",0.041,0.036,0.027,0.049,0.117
"chr2-0703","chr2",106000001,106100000,"chr2-0703",-0.018,0.017,-0.056,0.011,0.074
"chr2-0704","chr2",106100001,106200000,"chr2-0704",-0.002,-0.042,-0.123,0.068,0.067
"chr2-0705","chr2",106200001,106300000,"chr2-0705",0.034,0.086,0.017,0.116,0.075
"chr2-0706","chr2",106300001,106400000,"chr2-0706",0.01,0.092,0.099,0.062,0.1
"chr2-0707","chr2",106400001,106500000,"chr2-0707",0.012,0.028,0.017,0.027,0.09
"chr2-0708","chr2",106500001,106600000,"chr2-0708",-0.005,0.045,-0.014,0.034,0.126
"chr2-0709","chr2",106600001,106700000,"chr2-0709",-0.042,-0.063,0.01,0.016,-0.056
"chr2-0710","chr2",106700001,106800000,"chr2-0710",0.052,0.016,-0.01,0.07,0.065
"chr2-0711","chr2",106800001,106900000,"chr2-0711",0.019,-0.03,0.105,-0.002,0.076
"chr2-0712","chr2",106900001,107000000,"chr2-0712",-0.06,-0.031,-0.079,-0.044,-0.052
"chr2-0713","chr2",107000001,107100000,"chr2-0713",0.014,0.073,0.02,0.148,0.103
"chr2-0714","chr2",107100001,107200000,"chr2-0714",0,0,0.003,-0.018,-0.028
"chr2-0715","chr2",107200001,107400000,"chr2-0715",-0.081,0.063,0.001,0.01,0.071
"chr2-0716","chr2",107400001,107500000,"chr2-0716",-0.109,-0.016,-0.122,-0.093,0.003
"chr2-0717","chr2",107500001,107600000,"chr2-0717",-0.008,0.036,0.164,0.075,0.07
"chr2-0718","chr2",107600001,108100000,"chr2-0718",-0.04,0.025,-0.065,0.013,-0.001
"chr2-0719","chr2",108100001,108200000,"chr2-0719",-0.103,-0.114,-0.042,-0.069,0.021
"chr2-0720","chr2",108200001,108400000,"chr2-0720",-0.004,0.015,-0.017,0.008,0.081
"chr2-0721","chr2",108400001,108600000,"chr2-0721",0.112,0.193,0.193,0.199,0.268
"chr2-0722","chr2",108600001,108700000,"chr2-0722",-0.14,-0.039,-0.167,-0.181,-0.252
"chr2-0723","chr2",108700001,108900000,"chr2-0723",0.016,0.055,-0.093,-0.096,0.057
"chr2-0724","chr2",108900001,109000000,"chr2-0724",-0.06,-0.047,-0.135,-0.101,0.006
"chr2-0725","chr2",109000001,109100000,"chr2-0725",-0.02,-0.08,-0.037,-0.142,-0.025
"chr2-0726","chr2",109100001,109200000,"chr2-0726",0.056,0.085,0.047,0.153,0.23
"chr2-0727","chr2",109200001,109300000,"chr2-0727",0.022,0.062,-0.01,0.116,0.157
"chr2-0728","chr2",109300001,109400000,"chr2-0728",-0.083,-0.054,-0.008,-0.054,-0.129
"chr2-0729","chr2",109400001,109500000,"chr2-0729",0.093,0.163,0.093,0.113,0.194
"chr2-0730","chr2",109500001,109600000,"chr2-0730",-0.015,-0.051,-0.083,-0.125,-0.132
"chr2-0731","chr2",109600001,109700000,"chr2-0731",0.005,-0.101,-0.081,-0.036,-0.044
"chr2-0732","chr2",109700001,109800000,"chr2-0732",0.03,0.018,0.076,0.064,0.031
"chr2-0733","chr2",109800001,109900000,"chr2-0733",-0.044,-0.097,-0.091,-0.038,-0.065
"chr2-0734","chr2",109900001,110000000,"chr2-0734",-0.021,-0.019,-0.034,0.01,0.003
"chr2-0735","chr2",110000001,110109337,"chr2-0735",0.021,-0.061,-0.034,0.026,0
"chr2-0736","chr2",110251338,110300000,"chr2-0736",0.03,-0.086,0.051,0.028,-0.095
"chr2-0737","chr2",110300001,110400000,"chr2-0737",0.01,0.123,0.139,0.206,0.287
"chr2-0738","chr2",110400001,110800000,"chr2-0738",-0.07,-0.01,-0.028,0.027,0.092
"chr2-0739","chr2",110800001,110900000,"chr2-0739",-0.031,-0.042,-0.053,-0.084,-0.083
"chr2-0740","chr2",110900001,111400000,"chr2-0740",0.008,0.011,-0.036,-0.061,0.014
"chr2-0741","chr2",111400001,111500000,"chr2-0741",-0.026,0.019,0.017,-0.067,-0.018
"chr2-0742","chr2",111500001,111600000,"chr2-0742",-0.071,-0.15,-0.086,-0.028,-0.092
"chr2-0743","chr2",111600001,111700000,"chr2-0743",-0.012,-0.067,0.021,0.04,0.006
"chr2-0744","chr2",111700001,111800000,"chr2-0744",-0.043,-0.104,-0.185,-0.087,0.001
"chr2-0745","chr2",111800001,111900000,"chr2-0745",0.009,0.059,0.073,0.003,-0.066
"chr2-0746","chr2",111900001,112000000,"chr2-0746",-0.024,0.014,-0.05,-0.002,0.028
"chr2-0747","chr2",112000001,112200000,"chr2-0747",-0.004,-0.009,0,0.105,0.039
"chr2-0748","chr2",112200001,112300000,"chr2-0748",0.017,0.073,0.055,0.127,0.141
"chr2-0749","chr2",112300001,112400000,"chr2-0749",-0.095,-0.084,-0.111,-0.015,-0.103
"chr2-0750","chr2",112400001,112600000,"chr2-0750",0.097,0.046,0.1,0.095,0.087
"chr2-0751","chr2",112600001,112700000,"chr2-0751",0.026,0.099,0.132,0.115,0.2
"chr2-0752","chr2",112700001,112800000,"chr2-0752",-0.026,0.012,-0.063,0.018,0.007
"chr2-0753","chr2",112800001,112900000,"chr2-0753",0.124,0.163,0.136,0.231,0.354
"chr2-0754","chr2",112900001,113000000,"chr2-0754",0.006,0.034,0.058,0.079,0.059
"chr2-0755","chr2",113000001,113100000,"chr2-0755",0.007,0.008,0.011,0,0.019
"chr2-0756","chr2",113100001,113200000,"chr2-0756",-0.035,0.027,0.127,-0.049,-0.009
"chr2-0757","chr2",113200001,113300000,"chr2-0757",0.062,-0.017,0.081,0.033,0.054
"chr2-0758","chr2",113300001,113400000,"chr2-0758",0.026,-0.018,-0.027,-0.006,0.076
