"","Chromosome","Start","End","Feature","205125590013_R05C01","205128000013_R03C01","205128000076_R04C01","205240110044_R02C01","205240110063_R03C01"
"chr2-0753","chr2",155600001,157150000,"chr2-0753",-0.036,0.114,-0.226,-0.084,-0.097
"chr2-0754","chr2",157150001,157200000,"chr2-0754",-0.037,-0.025,-0.073,-0.007,-0.031
"chr2-0755","chr2",157200001,157300000,"chr2-0755",-0.067,-0.041,-0.032,0.054,0.022
"chr2-0756","chr2",157300001,158150000,"chr2-0756",-0.117,0.036,-0.211,-0.085,-0.052
"chr2-0757","chr2",158150001,158450000,"chr2-0757",-0.158,0.034,-0.259,-0.101,-0.069
"chr2-0758","chr2",158450001,158500000,"chr2-0758",-0.041,0.006,-0.034,-0.077,-0.096
"chr2-0759","chr2",158500001,158750000,"chr2-0759",-0.057,-0.042,-0.04,0.032,0.137
"chr2-0760","chr2",158750001,159300000,"chr2-0760",-0.073,0.114,-0.075,0.081,0.12
"chr2-0761","chr2",159300001,159350000,"chr2-0761",0.144,0.062,0.128,0.154,0.301
"chr2-0762","chr2",159350001,159700000,"chr2-0762",-0.113,-0.058,-0.163,-0.109,-0.045
"chr2-0763","chr2",159700001,159750000,"chr2-0763",-0.252,-0.261,-0.383,-0.309,-0.418
"chr2-0764","chr2",159750001,159850000,"chr2-0764",0.102,0.133,0.18,0.15,0.238
"chr2-0765","chr2",159850001,160100000,"chr2-0765",-0.051,0.149,-0.072,0.11,0.168
"chr2-0766","chr2",160100001,160550000,"chr2-0766",-0.036,-0.108,-0.035,-0.115,-0.077
"chr2-0767","chr2",160550001,160750000,"chr2-0767",0.03,0.061,-0.029,0.131,0.252
"chr2-0768","chr2",160750001,160900000,"chr2-0768",-0.082,0.006,-0.089,-0.038,-0.128
"chr2-0769","chr2",160900001,161100000,"chr2-0769",-0.038,-0.067,-0.025,-0.111,-0.206
"chr2-0770","chr2",161100001,161150000,"chr2-0770",0.033,0.065,0.013,0.107,0.121
"chr2-0771","chr2",161150001,161250000,"chr2-0771",-0.068,0.064,-0.269,-0.092,0.084
"chr2-0772","chr2",161250001,161350000,"chr2-0772",-0.073,0.063,0.003,0.07,0.091
"chr2-0773","chr2",161350001,161550000,"chr2-0773",0.05,0.066,0.093,0.122,0.187
"chr2-0774","chr2",161550001,162050000,"chr2-0774",-0.126,-0.032,-0.21,-0.058,0.051
"chr2-0775","chr2",162050001,162150000,"chr2-0775",0.055,-0.053,-0.043,0.066,0.128
"chr2-0776","chr2",162150001,162250000,"chr2-0776",0.023,0.078,0.01,-0.02,0.004
"chr2-0777","chr2",162250001,162300000,"chr2-0777",-0.102,-0.092,-0.15,-0.153,-0.031
"chr2-0778","chr2",162300001,162950000,"chr2-0778",-0.151,-0.13,-0.216,-0.148,-0.112
"chr2-0779","chr2",162950001,163150000,"chr2-0779",-0.131,0.107,-0.147,-0.025,0.055
"chr2-0780","chr2",163150001,163250000,"chr2-0780",-0.126,-0.187,-0.173,-0.269,-0.185
"chr2-0781","chr2",163250001,164200000,"chr2-0781",-0.119,-0.072,-0.217,-0.175,-0.083
"chr2-0782","chr2",164200001,164550000,"chr2-0782",-0.073,-0.056,-0.137,-0.093,-0.009
"chr2-0783","chr2",164550001,164600000,"chr2-0783",-0.021,0.046,-0.159,0.025,0.145
"chr2-0784","chr2",164600001,165450000,"chr2-0784",-0.174,-0.05,-0.229,-0.203,-0.104
"chr2-0785","chr2",165450001,165700000,"chr2-0785",-0.072,-0.046,-0.085,-0.115,0.032
"chr2-0786","chr2",165700001,166450000,"chr2-0786",-0.056,0.036,-0.263,-0.19,-0.043
"chr2-0787","chr2",166450001,166800000,"chr2-0787",-0.062,0.009,-0.053,-0.059,-0.051
"chr2-0788","chr2",166800001,167200000,"chr2-0788",-0.167,-0.073,-0.242,-0.188,-0.11
"chr2-0789","chr2",167200001,167450000,"chr2-0789",-0.067,-0.091,-0.165,-0.226,-0.157
"chr2-0790","chr2",167450001,168150000,"chr2-0790",-0.182,0.037,-0.359,-0.104,-0.189
"chr2-0791","chr2",168150001,168550000,"chr2-0791",-0.027,-0.011,-0.179,-0.105,-0.037
"chr2-0792","chr2",168550001,168700000,"chr2-0792",-0.146,0.096,-0.235,-0.037,-0.153
"chr2-0793","chr2",168700001,169000000,"chr2-0793",-0.057,0.09,-0.053,0.081,0.167
"chr2-0794","chr2",169000001,169100000,"chr2-0794",-0.069,0.033,-0.162,-0.023,0.045
"chr2-0795","chr2",169100001,169300000,"chr2-0795",-0.11,0.008,0.003,0.003,-0.005
"chr2-0796","chr2",169300001,169450000,"chr2-0796",-0.063,0.031,-0.054,0.06,0.135
"chr2-0797","chr2",169450001,169650000,"chr2-0797",-0.072,0.081,-0.115,-0.098,-0.027
"chr2-0798","chr2",169650001,169750000,"chr2-0798",-0.089,0.045,-0.07,-0.084,-0.143
"chr2-0799","chr2",169750001,170200000,"chr2-0799",-0.053,0.122,-0.088,0.046,0.118
"chr2-0800","chr2",170200001,170250000,"chr2-0800",0.054,-0.057,0.112,0.052,-0.025
"chr2-0801","chr2",170250001,170400000,"chr2-0801",-0.014,0.036,-0.094,-0.012,-0.112
"chr2-0802","chr2",170400001,170550000,"chr2-0802",-0.009,-0.114,-0.065,-0.005,0.078
"chr2-0803","chr2",170550001,170650000,"chr2-0803",-0.029,0.014,0.007,0.063,0.123
"chr2-0804","chr2",170650001,170700000,"chr2-0804",0,0.1,0.039,0.122,0.189
"chr2-0805","chr2",170700001,171550000,"chr2-0805",-0.034,0.102,-0.119,0.065,0.123
"chr2-0806","chr2",171550001,171650000,"chr2-0806",0.028,0.056,0.072,0.052,0.124
"chr2-0807","chr2",171650001,171700000,"chr2-0807",0.026,-0.044,0.01,-0.124,-0.204
"chr2-0808","chr2",171700001,172000000,"chr2-0808",-0.025,0.098,-0.007,-0.031,0.076
"chr2-0809","chr2",172000001,172250000,"chr2-0809",0.062,0.134,-0.078,0.119,0.257
"chr2-0810","chr2",172250001,172300000,"chr2-0810",-0.011,0.141,0.007,0.039,0.116
"chr2-0811","chr2",172300001,172400000,"chr2-0811",0.028,0.054,0.038,0.023,0.126
"chr2-0812","chr2",172400001,172750000,"chr2-0812",-0.1,0.075,-0.153,-0.078,0.104
"chr2-0813","chr2",172750001,172900000,"chr2-0813",-0.072,-0.014,0.018,-0.064,-0.031
"chr2-0814","chr2",172900001,172950000,"chr2-0814",-0.046,-0.075,-0.075,-0.058,-0.178
"chr2-0815","chr2",172950001,173000000,"chr2-0815",0.095,-0.004,0.078,0.013,0.009
"chr2-0816","chr2",173000001,173250000,"chr2-0816",0.108,0.125,-0.012,0.161,0.124
"chr2-0817","chr2",173250001,173300000,"chr2-0817",-0.044,-0.042,-0.019,-0.048,-0.066
"chr2-0818","chr2",173300001,173450000,"chr2-0818",-0.159,-0.074,-0.135,-0.103,-0.17
"chr2-0819","chr2",173450001,173650000,"chr2-0819",-0.033,-0.097,-0.084,-0.055,-0.097
"chr2-0820","chr2",173650001,173900000,"chr2-0820",-0.043,-0.06,-0.172,-0.14,0.047
"chr2-0821","chr2",173900001,173950000,"chr2-0821",-0.079,0.057,0.064,0.093,0.145
"chr2-0822","chr2",173950001,174200000,"chr2-0822",0.007,0.06,0.017,0.048,0.28
"chr2-0823","chr2",174200001,174250000,"chr2-0823",-0.029,-0.054,-0.077,0.053,0.043
"chr2-0824","chr2",174250001,174800000,"chr2-0824",-0.038,-0.031,-0.166,0.008,0.016
"chr2-0825","chr2",174800001,174850000,"chr2-0825",0.002,0.258,0.261,0.319,0.238
"chr2-0826","chr2",174850001,174900000,"chr2-0826",-0.026,0.062,-0.102,0.06,0.094
"chr2-0827","chr2",174900001,175150000,"chr2-0827",-0.032,-0.021,-0.243,-0.1,0.022
"chr2-0828","chr2",175150001,175200000,"chr2-0828",-0.01,-0.07,-0.046,-0.067,0.011
"chr2-0829","chr2",175200001,175250000,"chr2-0829",0.01,0.079,0.032,0.023,0.103
"chr2-0830","chr2",175250001,175300000,"chr2-0830",-0.196,-0.366,-0.289,-0.367,-0.354
"chr2-0831","chr2",175300001,175400000,"chr2-0831",0.162,0.228,0.138,0.204,0.136
"chr2-0832","chr2",175400001,175500000,"chr2-0832",0.02,0.098,0.023,0.1,0.185
"chr2-0833","chr2",175500001,175600000,"chr2-0833",-0.065,-0.037,-0.072,-0.099,-0.055
"chr2-0834","chr2",175600001,175850000,"chr2-0834",-0.035,0.046,-0.111,-0.034,0.06
"chr2-0835","chr2",175850001,176000000,"chr2-0835",0.022,0.099,0.079,0.011,0.049
"chr2-0836","chr2",176000001,176050000,"chr2-0836",-0.059,-0.124,-0.083,-0.148,-0.276
"chr2-0837","chr2",176050001,176900000,"chr2-0837",-0.087,-0.081,-0.124,-0.097,-0.129
"chr2-0838","chr2",176900001,176950000,"chr2-0838",-0.042,-0.072,-0.074,-0.186,-0.188
"chr2-0839","chr2",176950001,177000000,"chr2-0839",-0.035,-0.059,0.059,-0.005,-0.015
"chr2-0840","chr2",177000001,177050000,"chr2-0840",-0.036,-0.099,-0.114,-0.109,-0.159
"chr2-0841","chr2",177050001,177100000,"chr2-0841",0.014,0.074,0.063,0.105,0.071
"chr2-0842","chr2",177100001,177350000,"chr2-0842",-0.03,-0.07,-0.042,-0.051,-0.036
"chr2-0843","chr2",177350001,177500000,"chr2-0843",0.01,0.036,0.023,-0.044,0.054
"chr2-0844","chr2",177500001,177550000,"chr2-0844",-0.054,0.061,-0.093,0.035,0.095
"chr2-0845","chr2",177550001,178050000,"chr2-0845",-0.125,-0.009,-0.215,-0.048,-0.14
"chr2-0846","chr2",178050001,178100000,"chr2-0846",0.12,0.137,0.077,0.056,0.075
"chr2-0847","chr2",178100001,178150000,"chr2-0847",0.072,0.134,0.157,0.045,0.138
"chr2-0848","chr2",178150001,178400000,"chr2-0848",-0.082,-0.009,-0.022,-0.136,-0.12
"chr2-0849","chr2",178400001,178500000,"chr2-0849",-0.065,-0.245,-0.269,-0.423,-0.637
"chr2-0850","chr2",178500001,178950000,"chr2-0850",-0.099,-0.092,-0.235,-0.131,-0.167
"chr2-0851","chr2",178950001,179000000,"chr2-0851",-0.041,0.109,0.002,0.004,0.119
"chr2-0852","chr2",179000001,179250000,"chr2-0852",-0.17,-0.028,-0.063,-0.077,0.048
"chr2-0853","chr2",179250001,179300000,"chr2-0853",0.047,0.137,0.061,-0.044,0.121
"chr2-0854","chr2",179300001,179350000,"chr2-0854",0.014,0.016,0.062,0.042,0.108
"chr2-0855","chr2",179350001,179400000,"chr2-0855",-0.081,-0.03,-0.175,-0.059,-0.035
"chr2-0856","chr2",179400001,179700000,"chr2-0856",-0.19,-0.155,-0.379,-0.241,-0.298
"chr2-0857","chr2",179700001,180150000,"chr2-0857",-0.041,0.047,-0.109,0.058,0.122
"chr2-0858","chr2",180150001,180700000,"chr2-0858",-0.162,-0.058,-0.263,-0.096,-0.143
"chr2-0859","chr2",180700001,180750000,"chr2-0859",-0.101,-0.057,-0.095,-0.102,-0.093
"chr2-0860","chr2",180750001,180900000,"chr2-0860",-0.172,-0.312,-0.278,-0.287,-0.322
"chr2-0861","chr2",180900001,181800000,"chr2-0861",-0.178,-0.098,-0.316,-0.3,-0.313
"chr2-0862","chr2",181800001,182300000,"chr2-0862",-0.155,-0.09,-0.293,-0.091,-0.022
"chr2-0863","chr2",182300001,182500000,"chr2-0863",-0.067,-0.055,-0.121,-0.139,-0.135
"chr2-0864","chr2",182500001,182550000,"chr2-0864",-0.049,-0.112,-0.091,-0.067,-0.125
"chr2-0865","chr2",182550001,182900000,"chr2-0865",-0.265,-0.13,-0.286,-0.245,-0.226
"chr2-0866","chr2",182900001,183550000,"chr2-0866",-0.049,0.03,-0.207,0.052,0.033
"chr2-0867","chr2",183550001,183700000,"chr2-0867",-0.027,0.076,-0.086,-0.046,0.059
"chr2-0868","chr2",183700001,183900000,"chr2-0868",-0.023,-0.052,-0.086,-0.034,-0.106
"chr2-0869","chr2",183900001,183950000,"chr2-0869",-0.068,-0.09,-0.151,-0.076,-0.012
"chr2-0870","chr2",183950001,184150000,"chr2-0870",-0.241,-0.184,-0.276,-0.268,-0.063
"chr2-0871","chr2",184150001,185500000,"chr2-0871",-0.189,0.013,-0.208,-0.138,-0.133
"chr2-0872","chr2",185500001,187350000,"chr2-0872",-0.025,0.036,-0.128,0.033,0.136
"chr2-0873","chr2",187350001,187450000,"chr2-0873",-0.149,-0.265,-0.396,-0.402,-0.53
"chr2-0874","chr2",187450001,187500000,"chr2-0874",0.068,-0.035,0.11,0.021,0.061
"chr2-0875","chr2",187500001,187600000,"chr2-0875",0.052,0.104,0.015,0.063,0.218
"chr2-0876","chr2",187600001,187750000,"chr2-0876",-0.158,-0.169,-0.203,-0.241,-0.196
"chr2-0877","chr2",187750001,188400000,"chr2-0877",-0.017,-0.078,-0.178,-0.091,-0.112
"chr2-0878","chr2",188400001,189150000,"chr2-0878",-0.163,0.019,-0.229,-0.106,0.018
"chr2-0879","chr2",189150001,189200000,"chr2-0879",0.049,-0.042,0.053,-0.083,-0.242
"chr2-0880","chr2",189200001,189700000,"chr2-0880",-0.137,-0.024,-0.273,-0.124,-0.113
"chr2-0881","chr2",189700001,190000000,"chr2-0881",-0.019,0.084,-0.394,-0.094,0.003
"chr2-0882","chr2",190000001,190300000,"chr2-0882",-0.188,-0.034,-0.361,-0.064,0.008
"chr2-0883","chr2",190300001,190350000,"chr2-0883",-0.131,-0.293,-0.298,-0.453,-0.417
"chr2-0884","chr2",190350001,190500000,"chr2-0884",-0.038,0.003,-0.06,0.012,-0.053
"chr2-0885","chr2",190500001,190600000,"chr2-0885",-0.188,-0.091,-0.144,-0.146,-0.14
"chr2-0886","chr2",190600001,190650000,"chr2-0886",-0.099,-0.049,-0.109,-0.122,-0.012
"chr2-0887","chr2",190650001,191000000,"chr2-0887",0.003,0.012,-0.125,-0.025,0.119
"chr2-0888","chr2",191000001,191050000,"chr2-0888",-0.031,0.053,-0.089,-0.087,0.015
"chr2-0889","chr2",191050001,191200000,"chr2-0889",-0.046,-0.109,-0.17,-0.07,-0.111
"chr2-0890","chr2",191200001,191350000,"chr2-0890",-0.052,0.011,-0.037,0.099,0.091
"chr2-0891","chr2",191350001,191550000,"chr2-0891",-0.161,-0.073,-0.174,-0.205,-0.086
"chr2-0892","chr2",191550001,191850000,"chr2-0892",-0.071,-0.001,-0.008,-0.062,0.022
"chr2-0893","chr2",191850001,191900000,"chr2-0893",-0.027,0.043,0.01,-0.005,0
"chr2-0894","chr2",191900001,192100000,"chr2-0894",-0.189,-0.286,-0.263,-0.283,-0.332
"chr2-0895","chr2",192100001,192150000,"chr2-0895",-0.058,0.055,0.01,0.082,0.08
"chr2-0896","chr2",192150001,192500000,"chr2-0896",-0.146,0.044,-0.174,-0.003,0.146
"chr2-0897","chr2",192500001,192700000,"chr2-0897",-0.011,0.024,0.078,0.097,0.032
"chr2-0898","chr2",192700001,192750000,"chr2-0898",-0.039,-0.062,-0.178,-0.059,-0.165
"chr2-0899","chr2",192750001,193100000,"chr2-0899",-0.023,0.018,-0.102,-0.038,-0.048
"chr2-0900","chr2",193100001,196250000,"chr2-0900",-0.196,-0.024,-0.253,-0.116,-0.119
"chr2-0901","chr2",196250001,196500000,"chr2-0901",-0.128,0.066,-0.099,0.004,0.198
"chr2-0902","chr2",196500001,196550000,"chr2-0902",-0.03,-0.272,-0.013,-0.231,-0.217
"chr2-0903","chr2",196550001,197000000,"chr2-0903",0.011,0.025,-0.077,-0.056,-0.047
"chr2-0904","chr2",197000001,197050000,"chr2-0904",0.019,0.023,0.006,-0.017,0.006
"chr2-0905","chr2",197050001,197500000,"chr2-0905",-0.053,0.017,-0.006,0.024,0.155
"chr2-0906","chr2",197500001,197700000,"chr2-0906",-0.003,0.091,0.019,-0.015,0.107
"chr2-0907","chr2",197700001,198000000,"chr2-0907",0.043,-0.024,-0.018,0.136,0.108
"chr2-0908","chr2",198000001,198150000,"chr2-0908",-0.121,-0.063,-0.121,-0.155,-0.131
"chr2-0909","chr2",198150001,198300000,"chr2-0909",-0.021,0.046,0.048,-0.016,-0.016
"chr2-0910","chr2",198300001,198350000,"chr2-0910",0.031,0.044,0.097,0.053,-0.015
"chr2-0911","chr2",198350001,198400000,"chr2-0911",0.019,0.069,0.091,0.062,0.037
"chr2-0912","chr2",198400001,198550000,"chr2-0912",0.097,0.21,0.116,0.278,0.509
"chr2-0913","chr2",198550001,198650000,"chr2-0913",-0.126,-0.137,-0.16,-0.186,-0.089
"chr2-0914","chr2",198650001,198700000,"chr2-0914",0.022,0.056,0.092,0.05,0.094
"chr2-0915","chr2",198700001,200300000,"chr2-0915",-0.03,0.118,-0.14,0.075,0.111
"chr2-0916","chr2",200300001,200350000,"chr2-0916",-0.038,-0.123,-0.017,-0.121,-0.066
"chr2-0917","chr2",200350001,200700000,"chr2-0917",-0.092,-0.081,-0.206,-0.083,0.055
"chr2-0918","chr2",200700001,200800000,"chr2-0918",-0.164,-0.014,-0.194,-0.076,-0.003
"chr2-0919","chr2",200800001,200850000,"chr2-0919",-0.001,-0.154,0.027,-0.105,-0.083
"chr2-0920","chr2",200850001,201150000,"chr2-0920",-0.111,0.011,-0.227,-0.124,0
"chr2-0921","chr2",201150001,201200000,"chr2-0921",0.011,0.117,0.095,0.176,0.284
"chr2-0922","chr2",201200001,201350000,"chr2-0922",-0.032,0.147,-0.062,0.113,0.128
"chr2-0923","chr2",201350001,201400000,"chr2-0923",-0.035,0.008,-0.047,-0.135,-0.093
"chr2-0924","chr2",201400001,201500000,"chr2-0924",-0.213,-0.345,-0.318,-0.411,-0.317
"chr2-0925","chr2",201500001,201650000,"chr2-0925",-0.035,0.132,-0.125,0.051,0.041
"chr2-0926","chr2",201650001,201700000,"chr2-0926",0.022,0.014,0.035,-0.118,-0.077
"chr2-0927","chr2",201700001,201750000,"chr2-0927",-0.205,-0.166,-0.073,-0.068,-0.198
"chr2-0928","chr2",201750001,201800000,"chr2-0928",-0.164,-0.297,-0.171,-0.307,-0.32
"chr2-0929","chr2",201800001,201950000,"chr2-0929",0.005,0.033,-0.068,-0.091,-0.004
"chr2-0930","chr2",201950001,202000000,"chr2-0930",0.036,-0.1,0.043,-0.024,-0.072
"chr2-0931","chr2",202000001,202100000,"chr2-0931",0.067,0.18,-0.001,0.194,0.242
"chr2-0932","chr2",202100001,202300000,"chr2-0932",-0.034,0.023,0.03,0.115,0.132
"chr2-0933","chr2",202300001,202350000,"chr2-0933",-0.154,-0.038,-0.056,-0.158,-0.189
"chr2-0934","chr2",202350001,202550000,"chr2-0934",-0.077,-0.074,-0.088,-0.12,-0.044
"chr2-0935","chr2",202550001,202650000,"chr2-0935",-0.217,-0.198,-0.318,-0.271,-0.331
"chr2-0936","chr2",202650001,202800000,"chr2-0936",0.004,0.141,-0.101,0.135,0.155
"chr2-0937","chr2",202800001,202900000,"chr2-0937",-0.008,0.091,-0.002,0.11,0.056
"chr2-0938","chr2",202900001,203000000,"chr2-0938",0.036,0.074,-0.135,0.045,0.09
"chr2-0939","chr2",203000001,203100000,"chr2-0939",0.034,0.157,0.115,0.159,0.24
"chr2-0940","chr2",203100001,203150000,"chr2-0940",0.064,-0.081,0.032,0.038,0.078
"chr2-0941","chr2",203150001,203250000,"chr2-0941",0.068,0.092,0.158,0.124,0.359
"chr2-0942","chr2",203250001,203700000,"chr2-0942",0.041,0.174,0.009,0.124,0.198
"chr2-0943","chr2",203700001,203750000,"chr2-0943",0.034,0.05,0.068,0.029,0.096
"chr2-0944","chr2",203750001,204100000,"chr2-0944",0.017,0.118,-0.017,-0.002,0.08
"chr2-0945","chr2",204100001,204400000,"chr2-0945",0.157,0.176,0.188,0.235,0.24
"chr2-0946","chr2",204400001,204550000,"chr2-0946",-0.017,0.062,0.131,0.083,0.194
"chr2-0947","chr2",204550001,204850000,"chr2-0947",-0.051,0.101,-0.193,0.047,0.16
"chr2-0948","chr2",204850001,205400000,"chr2-0948",-0.112,0.056,-0.224,0.089,0.099
"chr2-0949","chr2",205400001,205450000,"chr2-0949",0.03,0.032,0.006,-0.031,0.052
"chr2-0950","chr2",205450001,206150000,"chr2-0950",-0.039,0.101,-0.124,0.036,0.105
"chr2-0951","chr2",206150001,206500000,"chr2-0951",-0.079,0.097,-0.22,-0.024,0.14
"chr2-0952","chr2",206500001,206550000,"chr2-0952",-0.095,-0.07,-0.071,-0.067,-0.146
"chr2-0953","chr2",206550001,206600000,"chr2-0953",-0.071,-0.003,-0.176,-0.083,0.006
"chr2-0954","chr2",206600001,206750000,"chr2-0954",-0.205,-0.142,-0.248,-0.158,-0.115
"chr2-0955","chr2",206750001,206950000,"chr2-0955",0.095,0.099,0.125,0.116,0.289
"chr2-0956","chr2",206950001,207000000,"chr2-0956",0.06,0.127,0.182,0.239,0.252
"chr2-0957","chr2",207000001,207050000,"chr2-0957",-0.085,-0.163,-0.127,-0.314,-0.161
"chr2-0958","chr2",207050001,207150000,"chr2-0958",-0.018,0.072,-0.024,0.082,0.174
"chr2-0959","chr2",207150001,207500000,"chr2-0959",-0.126,-0.009,-0.039,0.032,0.055
"chr2-0960","chr2",207500001,207600000,"chr2-0960",-0.077,-0.167,-0.216,-0.2,-0.306
"chr2-0961","chr2",207600001,207650000,"chr2-0961",-0.306,-0.367,-0.239,-0.358,-0.484
"chr2-0962","chr2",207650001,207900000,"chr2-0962",-0.159,-0.066,-0.277,-0.059,-0.113
"chr2-0963","chr2",207900001,208000000,"chr2-0963",-0.078,-0.054,-0.169,-0.073,-0.049
"chr2-0964","chr2",208000001,208050000,"chr2-0964",0.037,-0.079,0.01,-0.026,-0.008
"chr2-0965","chr2",208050001,208350000,"chr2-0965",-0.034,0.079,-0.078,0.073,0.078
"chr2-0966","chr2",208350001,208400000,"chr2-0966",0.089,0.138,0.184,0.238,0.262
"chr2-0967","chr2",208400001,208500000,"chr2-0967",-0.048,0.027,0.145,0.079,0.078
"chr2-0968","chr2",208500001,208600000,"chr2-0968",0.038,0.133,0.215,0.195,0.241
"chr2-0969","chr2",208600001,208650000,"chr2-0969",0.101,0.109,0.229,0.194,0.321
"chr2-0970","chr2",208650001,208950000,"chr2-0970",-0.046,0.075,-0.071,-0.021,0.086
"chr2-0971","chr2",208950001,209000000,"chr2-0971",-0.043,0.115,-0.036,0.008,0.124
"chr2-0972","chr2",209000001,209100000,"chr2-0972",0.016,0.089,-0.042,0.174,0.232
"chr2-0973","chr2",209100001,209150000,"chr2-0973",0.014,0.002,0.022,0.019,-0.128
"chr2-0974","chr2",209150001,209300000,"chr2-0974",-0.022,-0.006,-0.054,-0.162,-0.093
"chr2-0975","chr2",209300001,210250000,"chr2-0975",-0.16,0.015,-0.226,-0.126,-0.169
"chr2-0976","chr2",210250001,210650000,"chr2-0976",-0.105,-0.012,-0.108,-0.072,-0.007
"chr2-0977","chr2",210650001,211000000,"chr2-0977",-0.086,-0.094,-0.16,-0.162,-0.164
"chr2-0978","chr2",211000001,211100000,"chr2-0978",-0.047,-0.026,-0.009,-0.154,-0.041
"chr2-0979","chr2",211100001,211350000,"chr2-0979",-0.018,0.108,0.018,0.095,0.139
"chr2-0980","chr2",211350001,212400000,"chr2-0980",-0.126,-0.028,-0.241,-0.112,-0.187
"chr2-0981","chr2",212400001,213450000,"chr2-0981",-0.125,-0.111,-0.237,-0.129,-0.163
"chr2-0982","chr2",213450001,214000000,"chr2-0982",-0.02,0.122,-0.001,0.064,0.129
"chr2-0983","chr2",214000001,214100000,"chr2-0983",-0.154,-0.053,-0.229,-0.031,0.039
"chr2-0984","chr2",214100001,215250000,"chr2-0984",-0.12,-0.105,-0.179,-0.14,-0.125
"chr2-0985","chr2",215250001,215700000,"chr2-0985",-0.189,-0.037,-0.05,-0.129,0.131
"chr2-0986","chr2",215700001,216200000,"chr2-0986",0.037,0.199,0.109,0.222,0.273
"chr2-0987","chr2",216200001,216300000,"chr2-0987",0.116,0.143,0.027,0.174,0.248
"chr2-0988","chr2",216300001,216650000,"chr2-0988",-0.111,0.054,-0.166,-0.025,-0.033
"chr2-0989","chr2",216650001,216850000,"chr2-0989",-0.086,0.045,-0.105,-0.084,-0.013
"chr2-0990","chr2",216850001,216900000,"chr2-0990",-0.04,0.003,0.034,0.096,0.063
"chr2-0991","chr2",216900001,216950000,"chr2-0991",0.004,0.166,0.045,0.165,0.171
"chr2-0992","chr2",216950001,217200000,"chr2-0992",0.06,0.105,-0.022,0.065,0.182
"chr2-0993","chr2",217200001,217250000,"chr2-0993",-0.009,0.038,0.046,0.131,0.143
"chr2-0994","chr2",217250001,217300000,"chr2-0994",-0.024,-0.11,-0.117,-0.076,-0.052
"chr2-0995","chr2",217300001,217450000,"chr2-0995",-0.061,-0.044,-0.101,-0.076,0.114
"chr2-0996","chr2",217450001,217500000,"chr2-0996",0.023,0.082,-0.046,0.051,-0.006
"chr2-0997","chr2",217500001,217550000,"chr2-0997",-0.104,-0.075,-0.114,-0.002,-0.03
"chr2-0998","chr2",217550001,217600000,"chr2-0998",0.06,0.018,-0.007,0.04,0.173
"chr2-0999","chr2",217600001,217700000,"chr2-0999",-0.089,0.026,-0.083,0.108,0.194
"chr2-1000","chr2",217700001,217900000,"chr2-1000",-0.11,-0.057,-0.211,-0.141,-0.037
"chr2-1001","chr2",217900001,218150000,"chr2-1001",-0.052,0.008,-0.119,-0.036,0.021
"chr2-1002","chr2",218150001,218300000,"chr2-1002",-0.111,0.01,-0.136,-0.029,-0.075
"chr2-1003","chr2",218300001,218600000,"chr2-1003",-0.166,-0.044,-0.171,-0.052,-0.247
"chr2-1004","chr2",218600001,218750000,"chr2-1004",0.007,-0.06,-0.015,-0.029,-0.013
"chr2-1005","chr2",218750001,218800000,"chr2-1005",-0.014,-0.082,0.022,0.036,-0.106
"chr2-1006","chr2",218800001,218850000,"chr2-1006",0.12,0.031,0.172,0.036,-0.065
"chr2-1007","chr2",218850001,218900000,"chr2-1007",-0.042,-0.144,-0.056,-0.09,-0.11
"chr2-1008","chr2",218900001,219000000,"chr2-1008",-0.077,-0.213,-0.213,-0.197,-0.273
"chr2-1009","chr2",219000001,219050000,"chr2-1009",-0.099,-0.142,-0.138,-0.118,-0.175
"chr2-1010","chr2",219050001,219100000,"chr2-1010",-0.003,0.097,0.076,0.117,0.12
"chr2-1011","chr2",219100001,219150000,"chr2-1011",0.022,-0.114,0.042,-0.077,-0.174
"chr2-1012","chr2",219150001,219200000,"chr2-1012",-0.114,-0.084,-0.047,-0.17,-0.167
"chr2-1013","chr2",219200001,219250000,"chr2-1013",0.055,0.061,0.052,0.053,0.142
"chr2-1014","chr2",219250001,219300000,"chr2-1014",0.026,-0.072,0.072,-0.048,-0.058
"chr2-1015","chr2",219300001,219500000,"chr2-1015",0.075,-0.022,-0.013,-0.028,-0.098
"chr2-1016","chr2",219500001,219550000,"chr2-1016",-0.021,-0.124,-0.045,-0.114,-0.119
"chr2-1017","chr2",219550001,219600000,"chr2-1017",-0.016,0.16,0.076,0.1,0.115
"chr2-1018","chr2",219600001,219700000,"chr2-1018",0.087,0.019,0.06,0.088,0.071
"chr2-1019","chr2",219700001,219750000,"chr2-1019",0.026,-0.008,0.069,0.025,0.03
