"","Chromosome","Start","End","Feature","203219650162_R08C01","203219650188_R08C01","203219750019_R05C01","203219750053_R05C01","203219760009_R08C01","203220070150_R02C01","203225140266_R03C01","203257030015_R06C01","203257030060_R08C01"
"chr2-0545","chr2",103250001,103400000,"chr2-0545",-0.36,-0.218,-0.595,-0.458,-0.046,-0.086,-0.354,-0.302,-0.199
"chr2-0546","chr2",103400001,105000000,"chr2-0546",-0.76,-0.072,-0.538,-0.323,-0.041,-0.059,-0.539,-0.374,0.042
"chr2-0547","chr2",105000001,105250000,"chr2-0547",-0.54,-0.158,-0.153,-0.469,-0.138,-0.2,-0.388,-0.269,0.057
"chr2-0548","chr2",105250001,105450000,"chr2-0548",-0.374,-0.064,0.058,-0.102,-0.084,-0.129,-0.166,-0.305,-0.124
"chr2-0549","chr2",105450001,105500000,"chr2-0549",0.112,0.036,0.085,0.039,0.044,0.057,0.013,0.005,0.046
"chr2-0550","chr2",105500001,105700000,"chr2-0550",-0.393,-0.067,-0.123,-0.138,-0.103,-0.03,-0.214,-0.072,0.003
"chr2-0551","chr2",105700001,105850000,"chr2-0551",-0.266,0,0.107,0.014,-0.035,-0.043,-0.029,-0.002,0.048
"chr2-0552","chr2",105850001,105900000,"chr2-0552",-0.243,0.034,0.007,-0.182,-0.071,-0.066,-0.181,-0.235,-0.106
"chr2-0553","chr2",105900001,106000000,"chr2-0553",0.006,0.103,0.001,0.046,0.034,0.022,-0.048,-0.014,0.072
"chr2-0554","chr2",106000001,106050000,"chr2-0554",-0.002,-0.018,-0.086,0.05,0.019,-0.081,-0.012,-0.085,0.068
"chr2-0555","chr2",106050001,106200000,"chr2-0555",-0.388,-0.113,-0.272,-0.28,-0.197,-0.213,-0.422,-0.463,-0.205
"chr2-0556","chr2",106200001,106350000,"chr2-0556",-0.454,0.006,-0.281,-0.113,0.068,0.018,-0.454,-0.192,0.045
"chr2-0557","chr2",106350001,106400000,"chr2-0557",0.065,0.187,-0.02,-0.01,0.092,0.064,-0.322,0.085,0.246
"chr2-0558","chr2",106400001,106500000,"chr2-0558",-0.027,0.097,0.315,0.074,0.043,-0.091,-0.25,-0.068,0.041
"chr2-0559","chr2",106500001,106700000,"chr2-0559",-0.024,0.099,0.06,0.084,0.053,0.03,-0.133,0.002,0.039
"chr2-0560","chr2",106700001,106800000,"chr2-0560",-0.027,0.051,-0.101,0.001,0.019,-0.116,-0.626,-0.098,0.022
"chr2-0561","chr2",106800001,106950000,"chr2-0561",0.027,0.081,0.117,0.093,0.046,0.121,-0.275,0.085,0.082
"chr2-0562","chr2",106950001,107000000,"chr2-0562",-0.2,-0.052,-0.501,0.031,-0.023,-0.073,-0.246,-0.111,0.009
"chr2-0563","chr2",107000001,107200000,"chr2-0563",-0.22,0.059,0.252,0.197,-0.005,-0.089,-0.362,-0.012,0.048
"chr2-0564","chr2",107200001,107500000,"chr2-0564",-0.345,-0.088,-0.135,-0.191,-0.085,-0.23,-0.454,-0.316,-0.136
"chr2-0565","chr2",107500001,107550000,"chr2-0565",0.139,0.016,-0.001,0.067,-0.006,-0.042,-0.23,0.011,-0.036
"chr2-0566","chr2",107550001,108400000,"chr2-0566",-0.564,-0.073,-0.163,-0.173,0.011,-0.115,-0.762,-0.2,0.048
"chr2-0567","chr2",108400001,108600000,"chr2-0567",-0.147,0.108,0.554,0.175,-0.049,-0.07,-0.35,0.071,0.137
"chr2-0568","chr2",108600001,108950000,"chr2-0568",-0.55,-0.165,-0.447,-0.409,-0.147,-0.165,-0.71,-0.311,-0.243
"chr2-0569","chr2",108950001,109150000,"chr2-0569",-0.212,-0.152,-0.213,-0.147,-0.061,-0.118,-0.379,-0.188,-0.211
"chr2-0570","chr2",109150001,109300000,"chr2-0570",-0.319,0.15,-0.073,0.047,0.047,0.02,-0.308,-0.067,0.037
"chr2-0571","chr2",109300001,109450000,"chr2-0571",-0.02,0.093,0.175,0.113,0.098,0.033,-0.243,0.068,0.055
"chr2-0572","chr2",109450001,109600000,"chr2-0572",-0.128,0.009,0.13,-0.038,-0.025,-0.042,-0.261,-0.134,0.026
"chr2-0573","chr2",109600001,109700000,"chr2-0573",-0.382,0.002,-0.242,-0.191,-0.068,-0.086,-0.379,-0.181,0.006
"chr2-0574","chr2",109700001,109750000,"chr2-0574",0.033,0.046,0.115,0.085,0.099,0.13,-0.114,0.128,0.187
"chr2-0575","chr2",109750001,109900000,"chr2-0575",-0.287,-0.048,-0.316,-0.314,-0.116,-0.082,-0.332,-0.263,-0.118
"chr2-0576","chr2",109900001,110109337,"chr2-0576",-0.244,-0.042,-0.123,-0.045,-0.05,-0.067,-0.334,-0.171,-0.001
"chr2-0577","chr2",110251338,110400000,"chr2-0577",0.026,0.119,0.056,0.063,0.057,0.076,-0.203,0.075,0.122
"chr2-0578","chr2",110400001,110950000,"chr2-0578",-0.216,-0.027,-0.208,-0.159,-0.019,-0.08,-0.242,-0.209,0.121
"chr2-0579","chr2",110950001,111400000,"chr2-0579",0.009,0.027,-0.152,-0.005,-0.094,-0.044,-0.135,0.031,0.288
"chr2-0580","chr2",111400001,111450000,"chr2-0580",0.015,-0.019,0.002,0.08,-0.011,0.003,-0.145,0.093,0.05
"chr2-0581","chr2",111450001,111850000,"chr2-0581",-0.41,-0.072,-0.189,-0.328,-0.079,-0.049,-0.608,-0.277,-0.221
"chr2-0582","chr2",111850001,111900000,"chr2-0582",0.148,0.025,0.228,0.064,0.031,-0.063,-0.127,0.144,0.05
"chr2-0583","chr2",111900001,112600000,"chr2-0583",-0.209,0.025,-0.06,-0.125,-0.001,-0.014,-0.27,-0.183,-0.024
"chr2-0584","chr2",112600001,112800000,"chr2-0584",-0.08,-0.004,-0.046,-0.058,0.014,0.028,-0.15,-0.011,-0.008
"chr2-0585","chr2",112800001,112900000,"chr2-0585",0.156,0.058,0.053,0.048,0.156,0.079,0.067,0.12,0.102
"chr2-0586","chr2",112900001,112950000,"chr2-0586",-0.035,0.074,0.194,-0.004,0.032,0.025,-0.01,-0.003,0.055
"chr2-0587","chr2",112950001,113050000,"chr2-0587",0.155,0.098,0.348,0.14,0.131,0.049,0.084,0.208,0.109
"chr2-0588","chr2",113050001,113300000,"chr2-0588",0.026,0.079,0.174,0.02,0.049,-0.01,-0.052,-0.003,0.152
"chr2-0589","chr2",113300001,113350000,"chr2-0589",0.214,-0.016,-0.007,0.081,0.073,0.033,0.155,0.061,-0.021
"chr2-0590","chr2",113350001,113450000,"chr2-0590",0.067,0.12,0.081,0.042,0.071,0.063,0.032,-0.001,0.076
"chr2-0591","chr2",113450001,113550000,"chr2-0591",-0.133,-0.015,-0.247,-0.112,-0.004,-0.019,0.044,-0.081,-0.051
"chr2-0592","chr2",113550001,113650000,"chr2-0592",-0.592,-0.062,-0.116,-0.131,-0.076,-0.1,-0.389,-0.134,-0.132
"chr2-0593","chr2",113650001,113800000,"chr2-0593",-0.854,-0.214,-0.685,-0.65,-0.285,-0.272,-0.634,-0.649,-0.409
"chr2-0594","chr2",113800001,113850000,"chr2-0594",-0.551,-0.124,-0.408,-0.211,-0.079,-0.146,-0.335,-0.384,-0.113
"chr2-0595","chr2",113850001,113900000,"chr2-0595",-0.717,0.031,-0.343,-0.433,-0.049,-0.137,-0.319,-0.388,-0.075
"chr2-0596","chr2",113900001,113950000,"chr2-0596",-0.21,0.052,-0.002,-0.122,-0.027,-0.058,-0.12,-0.058,0.045
"chr2-0597","chr2",113950001,114000000,"chr2-0597",-0.128,0.007,0.048,-0.034,-0.054,-0.08,0.002,-0.113,-0.148
"chr2-0598","chr2",114000001,114250000,"chr2-0598",-0.328,-0.054,-0.033,-0.15,-0.045,-0.056,-0.147,-0.198,-0.099
"chr2-0599","chr2",114250001,114300000,"chr2-0599",-0.113,-0.056,0.013,0.021,0.055,-0.15,-0.045,-0.01,-0.002
"chr2-0600","chr2",114300001,114350000,"chr2-0600",-0.156,0.042,0.239,0.036,-0.022,-0.27,-0.206,-0.14,0.053
"chr2-0601","chr2",114350001,114400000,"chr2-0601",-0.119,-0.033,-0.006,0.083,-0.02,-0.124,-0.154,0.008,-0.021
"chr2-0602","chr2",114400001,114600000,"chr2-0602",-0.244,-0.047,0.094,-0.008,0.011,-0.086,-0.417,-0.119,0.005
"chr2-0603","chr2",114600001,115400000,"chr2-0603",-0.254,-0.026,-0.28,-0.169,-0.044,-0.048,-0.547,-0.197,-0.019
"chr2-0604","chr2",115400001,115900000,"chr2-0604",-0.586,-0.193,-0.57,-0.438,-0.138,-0.076,-0.766,-0.402,-0.147
"chr2-0605","chr2",115900001,117500000,"chr2-0605",-0.237,-0.134,-0.152,-0.113,-0.154,-0.049,-0.603,-0.066,-0.081
"chr2-0606","chr2",117500001,118550000,"chr2-0606",-0.532,-0.104,-0.286,-0.379,-0.076,-0.114,-0.762,-0.393,-0.127
"chr2-0607","chr2",118550001,118600000,"chr2-0607",-0.252,-0.2,-0.464,-0.289,-0.081,-0.068,-0.467,-0.182,-0.185
"chr2-0608","chr2",118600001,118750000,"chr2-0608",-0.339,0.008,-0.308,-0.16,-0.027,-0.111,-0.518,-0.264,-0.051
"chr2-0609","chr2",118750001,118800000,"chr2-0609",-0.022,-0.038,-0.001,0.021,-0.007,0.07,-0.374,0.083,-0.057
"chr2-0610","chr2",118800001,118950000,"chr2-0610",-0.095,-0.128,-0.553,-0.216,-0.163,-0.033,-0.469,-0.163,-0.13
"chr2-0611","chr2",118950001,119100000,"chr2-0611",-0.215,-0.019,0.035,-0.073,-0.053,-0.007,-0.376,-0.013,0.076
"chr2-0612","chr2",119100001,119550000,"chr2-0612",-0.567,-0.117,-0.386,-0.281,-0.08,-0.15,-0.584,-0.422,-0.153
"chr2-0613","chr2",119550001,119600000,"chr2-0613",-0.123,-0.163,-0.06,-0.259,-0.121,-0.018,-0.413,-0.11,-0.175
"chr2-0614","chr2",119600001,119650000,"chr2-0614",0.112,-0.097,-0.076,-0.159,-0.051,0.016,-0.342,-0.084,-0.117
"chr2-0615","chr2",119650001,119900000,"chr2-0615",-0.533,-0.245,-0.603,-0.589,-0.137,-0.19,-0.601,-0.517,-0.167
"chr2-0616","chr2",119900001,119950000,"chr2-0616",-0.104,-0.1,-0.289,-0.194,-0.064,-0.069,-0.145,-0.141,-0.14
"chr2-0617","chr2",119950001,120000000,"chr2-0617",-0.308,-0.078,-0.131,-0.206,-0.152,-0.114,-0.425,0.028,-0.099
"chr2-0618","chr2",120000001,120100000,"chr2-0618",-0.113,0.059,0.156,0.068,0.015,-0.001,-0.172,-0.093,0.048
"chr2-0619","chr2",120100001,120150000,"chr2-0619",0.131,-0.042,0.041,0.108,0.023,0.036,-0.076,0.102,0.05
"chr2-0620","chr2",120150001,120200000,"chr2-0620",-0.133,-0.051,0.084,0.047,-0.034,-0.062,-0.217,-0.099,-0.064
"chr2-0621","chr2",120200001,120300000,"chr2-0621",-0.11,-0.082,0.161,-0.092,-0.053,-0.147,-0.315,-0.169,-0.1
"chr2-0622","chr2",120300001,120500000,"chr2-0622",-0.059,-0.031,-0.183,-0.074,-0.014,-0.001,-0.182,-0.105,-0.106
"chr2-0623","chr2",120500001,120550000,"chr2-0623",-0.049,-0.065,-0.094,-0.024,-0.138,0.034,-0.347,-0.036,-0.062
"chr2-0624","chr2",120550001,120950000,"chr2-0624",-0.49,0.071,-0.247,-0.081,-0.007,0.018,-0.563,-0.054,-0.052
"chr2-0625","chr2",120950001,121000000,"chr2-0625",-0.115,-0.21,-0.068,-0.043,-0.066,-0.08,-0.086,-0.079,-0.067
"chr2-0626","chr2",121000001,121100000,"chr2-0626",-0.044,-0.006,0.097,-0.01,0.05,-0.039,-0.214,-0.013,0.003
"chr2-0627","chr2",121100001,121150000,"chr2-0627",0.116,0.066,0.195,0.085,0.007,0.069,-0.117,0.146,0.152
"chr2-0628","chr2",121150001,121250000,"chr2-0628",-0.169,-0.124,0.139,-0.09,-0.008,-0.1,-0.214,-0.134,-0.105
"chr2-0629","chr2",121250001,121350000,"chr2-0629",-0.338,-0.05,-0.166,-0.125,-0.068,-0.075,-0.254,-0.146,-0.177
"chr2-0630","chr2",121350001,121450000,"chr2-0630",-0.098,-0.127,0.035,-0.085,-0.106,-0.049,-0.264,-0.125,-0.135
"chr2-0631","chr2",121450001,121500000,"chr2-0631",0.126,0.08,0.079,0.106,0.09,0.049,-0.102,0.11,0.082
"chr2-0632","chr2",121500001,121550000,"chr2-0632",-0.172,-0.053,-0.076,-0.214,-0.115,-0.024,-0.295,-0.2,-0.176
"chr2-0633","chr2",121550001,121600000,"chr2-0633",-0.035,-0.003,-0.101,-0.102,0,0.042,-0.195,-0.097,-0.096
"chr2-0634","chr2",121600001,121700000,"chr2-0634",-0.095,-0.051,-0.203,-0.101,-0.045,-0.038,-0.211,-0.138,-0.108
"chr2-0635","chr2",121700001,121750000,"chr2-0635",-0.042,0.052,0.23,0.076,0.045,-0.003,-0.155,0.016,0.104
"chr2-0636","chr2",121750001,122000000,"chr2-0636",-0.221,-0.034,-0.073,-0.239,-0.09,-0.02,-0.351,-0.105,-0.038
"chr2-0637","chr2",122000001,122250000,"chr2-0637",-0.128,0.038,0.121,0.064,-0.008,-0.032,-0.223,0.017,-0.001
"chr2-0638","chr2",122250001,122400000,"chr2-0638",-0.404,0.027,-0.283,-0.083,-0.005,-0.001,-0.482,-0.169,-0.118
"chr2-0639","chr2",122400001,122450000,"chr2-0639",0.216,0.176,0.402,0.197,0.112,0.019,-0.088,0.175,0.197
"chr2-0640","chr2",122450001,122500000,"chr2-0640",0.129,0.105,0.058,0.087,0.057,0.114,-0.092,0.12,0.077
"chr2-0641","chr2",122500001,123400000,"chr2-0641",-0.346,0.012,-0.069,-0.102,0.043,-0.129,-0.481,-0.091,-0.097
"chr2-0642","chr2",123400001,124750000,"chr2-0642",-0.427,-0.057,-0.075,-0.042,-0.064,-0.095,-0.51,-0.149,0.061
"chr2-0643","chr2",124750001,125300000,"chr2-0643",-0.371,0.017,0.017,-0.185,-0.013,-0.082,-0.54,-0.022,0.049
"chr2-0644","chr2",125300001,127400000,"chr2-0644",-0.528,-0.132,-0.387,-0.29,-0.086,-0.148,-0.848,-0.405,-0.205
"chr2-0645","chr2",127400001,127450000,"chr2-0645",-0.084,-0.03,-0.047,-0.22,0.066,0.08,-0.301,-0.202,-0.046
"chr2-0646","chr2",127450001,127550000,"chr2-0646",-0.185,-0.07,-0.165,-0.104,-0.034,-0.217,-0.381,-0.1,-0.098
"chr2-0647","chr2",127550001,127700000,"chr2-0647",-0.178,-0.045,0.004,-0.118,-0.029,0.062,-0.223,-0.129,-0.093
"chr2-0648","chr2",127700001,127800000,"chr2-0648",-0.087,-0.062,-0.174,-0.074,-0.07,0.069,-0.143,0.011,-0.073
"chr2-0649","chr2",127800001,127850000,"chr2-0649",-0.029,-0.037,0.216,0.077,0.031,0.004,-0.087,0.05,-0.004
"chr2-0650","chr2",127850001,127950000,"chr2-0650",-0.113,-0.02,-0.153,-0.158,0.01,-0.046,-0.433,-0.108,-0.044
"chr2-0651","chr2",127950001,128000000,"chr2-0651",0.09,0.255,0.348,0.219,0.071,0.188,-0.195,0.139,0.166
"chr2-0652","chr2",128000001,128150000,"chr2-0652",-0.013,0.083,0.165,0.076,0.026,0.012,-0.368,0.056,0.019
"chr2-0653","chr2",128150001,128200000,"chr2-0653",-0.049,-0.011,0.117,0.056,0.028,-0.001,-0.101,0.064,0.005
"chr2-0654","chr2",128200001,128300000,"chr2-0654",-0.091,-0.076,-0.412,-0.137,0.009,0.01,-0.309,-0.128,-0.098
"chr2-0655","chr2",128300001,128400000,"chr2-0655",-0.104,-0.098,-0.057,-0.118,-0.074,-0.051,-0.191,-0.103,-0.12
"chr2-0656","chr2",128400001,128450000,"chr2-0656",-0.011,-0.033,-0.094,-0.053,-0.031,0.032,-0.129,-0.116,-0.023
"chr2-0657","chr2",128450001,128500000,"chr2-0657",0.091,0.176,0.339,0.193,0.118,0.086,-0.08,-0.058,-0.002
"chr2-0658","chr2",128500001,128600000,"chr2-0658",0.077,-0.008,-0.061,-0.044,-0.01,-0.041,-0.332,-0.081,-0.018
"chr2-0659","chr2",128600001,128650000,"chr2-0659",-0.078,0.053,0.028,0.008,0.051,-0.026,-0.212,0.045,0.025
"chr2-0660","chr2",128650001,128950000,"chr2-0660",-0.01,0.092,-0.056,0.032,0.166,0.085,-0.239,0.07,0.139
"chr2-0661","chr2",128950001,129050000,"chr2-0661",-0.08,-0.002,0.091,0.073,-0.107,-0.013,-0.153,0.021,0.007
"chr2-0662","chr2",129050001,129100000,"chr2-0662",-0.072,-0.092,-0.086,-0.118,-0.115,0.005,-0.215,0.053,0.058
"chr2-0663","chr2",129100001,129200000,"chr2-0663",-0.045,-0.043,0.039,0.058,-0.041,-0.04,-0.126,-0.031,-0.056
"chr2-0664","chr2",129200001,129250000,"chr2-0664",-0.292,0.018,-0.264,-0.272,0.084,-0.099,-0.461,-0.171,-0.193
"chr2-0665","chr2",129250001,129450000,"chr2-0665",-0.086,0.018,-0.091,-0.121,-0.066,-0.066,-0.241,-0.208,-0.138
"chr2-0666","chr2",129450001,129650000,"chr2-0666",-0.123,-0.154,0.043,-0.085,-0.053,-0.034,-0.347,-0.11,-0.039
"chr2-0667","chr2",129650001,130350000,"chr2-0667",-0.285,-0.086,0.023,-0.08,-0.088,-0.183,-0.266,-0.152,0.018
"chr2-0668","chr2",130350001,130650000,"chr2-0668",-0.183,-0.019,0.111,-0.145,-0.101,-0.03,-0.632,-0.271,-0.212
"chr2-0669","chr2",130650001,130750000,"chr2-0669",-0.234,-0.065,0.072,-0.019,-0.028,-0.205,-0.226,-0.1,-0.022
"chr2-0670","chr2",130750001,130800000,"chr2-0670",-0.269,-0.064,0.196,-0.012,-0.081,-0.149,-0.634,-0.064,-0.15
"chr2-0671","chr2",130800001,130900000,"chr2-0671",-0.083,-0.091,0.196,-0.06,-0.01,0.023,-0.139,-0.096,-0.036
"chr2-0672","chr2",130900001,130950000,"chr2-0672",-0.011,-0.072,-0.025,-0.062,0.011,0.042,-0.21,0.011,-0.059
"chr2-0673","chr2",130950001,131000000,"chr2-0673",-0.05,-0.052,0.386,0.107,0.096,-0.101,-0.213,0.059,0.06
"chr2-0674","chr2",131000001,131050000,"chr2-0674",-0.176,0.023,0.28,-0.01,-0.031,-0.102,-0.298,-0.062,0.09
"chr2-0675","chr2",131050001,131100000,"chr2-0675",0.009,0.035,0.004,0.043,0.022,0.048,-0.173,-0.164,-0.069
"chr2-0676","chr2",131100001,131150000,"chr2-0676",0.083,0.002,0.04,-0.039,0.007,0.008,-0.175,-0.02,-0.062
"chr2-0677","chr2",131150001,131450000,"chr2-0677",-0.351,-0.067,0.005,-0.144,-0.081,-0.159,-0.276,-0.159,-0.133
"chr2-0678","chr2",131450001,131500000,"chr2-0678",-0.367,-0.166,-0.647,-0.526,-0.266,-0.1,-0.454,-0.395,-0.121
"chr2-0679","chr2",131500001,131550000,"chr2-0679",-0.07,-0.047,-0.022,-0.08,-0.02,0.174,-0.21,-0.041,0.091
"chr2-0680","chr2",131550001,131650000,"chr2-0680",-0.045,-0.096,0.128,-0.092,-0.058,-0.014,-0.202,-0.009,-0.081
"chr2-0681","chr2",131650001,131700000,"chr2-0681",-0.177,-0.038,0.221,-0.18,-0.004,-0.033,-0.252,-0.11,-0.078
"chr2-0682","chr2",131700001,131850000,"chr2-0682",-0.141,-0.038,0.068,-0.11,-0.014,-0.039,-0.207,-0.1,-0.083
"chr2-0683","chr2",131850001,131900000,"chr2-0683",0.19,0.303,0.278,0.223,0.16,0.192,-0.107,0.338,0.214
"chr2-0684","chr2",131900001,132050000,"chr2-0684",0.087,0.062,0.063,-0.044,0.01,0.075,-0.216,0.013,0.067
"chr2-0685","chr2",132050001,132150000,"chr2-0685",-0.19,-0.012,0.093,-0.069,-0.019,-0.045,-0.244,-0.026,0.046
"chr2-0686","chr2",132150001,132200000,"chr2-0686",-0.283,0.109,0.159,0.049,-0.045,0.01,-0.193,-0.028,0.023
"chr2-0687","chr2",132200001,132250000,"chr2-0687",-0.142,-0.03,0.294,0.009,-0.11,-0.054,-0.148,0.011,-0.034
"chr2-0688","chr2",132250001,132400000,"chr2-0688",0.018,-0.05,0.126,-0.057,-0.074,-0.076,-0.204,0.034,-0.029
"chr2-0689","chr2",132400001,132450000,"chr2-0689",-0.258,-0.131,0.012,-0.139,-0.252,-0.179,-0.303,-0.167,-0.141
"chr2-0690","chr2",132450001,132600000,"chr2-0690",-0.118,-0.018,0.31,0.052,-0.013,-0.101,-0.253,-0.135,0.03
"chr2-0691","chr2",132600001,133000000,"chr2-0691",-0.199,-0.079,0.256,-0.03,-0.156,-0.166,-0.443,0.002,0.03
"chr2-0692","chr2",133000001,133050000,"chr2-0692",0.028,-0.043,0.395,0.128,-0.027,-0.012,-0.237,0.083,0.018
"chr2-0693","chr2",133050001,133150000,"chr2-0693",-0.372,-0.093,-0.004,-0.004,-0.095,-0.161,-0.488,-0.274,-0.05
"chr2-0694","chr2",133150001,133400000,"chr2-0694",-0.035,0.003,0.084,-0.102,-0.024,-0.034,-0.152,0.038,0.039
"chr2-0695","chr2",133400001,133450000,"chr2-0695",0.024,-0.047,0.047,-0.069,-0.051,0.025,-0.363,-0.071,-0.033
"chr2-0696","chr2",133450001,134050000,"chr2-0696",-0.368,-0.134,-0.24,-0.243,-0.107,-0.071,-0.74,-0.329,-0.056
"chr2-0697","chr2",134050001,134350000,"chr2-0697",-0.592,-0.171,-0.353,-0.42,-0.125,-0.149,-0.826,-0.49,-0.321
"chr2-0698","chr2",134350001,134750000,"chr2-0698",-0.516,-0.123,-0.474,-0.445,-0.134,-0.106,-0.913,-0.444,-0.259
"chr2-0699","chr2",134750001,134850000,"chr2-0699",-0.224,-0.05,0.027,-0.086,-0.114,-0.059,-0.565,-0.064,0.055
"chr2-0700","chr2",134850001,134900000,"chr2-0700",-0.144,-0.032,-0.007,0.069,0.002,-0.07,-0.272,-0.026,-0.046
"chr2-0701","chr2",134900001,135000000,"chr2-0701",-0.325,-0.123,-0.341,-0.285,-0.094,-0.087,-0.673,-0.236,-0.014
"chr2-0702","chr2",135000001,135200000,"chr2-0702",-0.394,0.054,-0.21,-0.246,-0.033,-0.119,-0.469,-0.236,-0.007
"chr2-0703","chr2",135200001,135450000,"chr2-0703",-0.065,-0.054,-0.216,-0.193,0.065,-0.032,-0.248,-0.182,-0.118
"chr2-0704","chr2",135450001,135650000,"chr2-0704",-0.094,0.059,0.19,-0.086,-0.005,-0.029,-0.24,-0.137,0.102
"chr2-0705","chr2",135650001,135800000,"chr2-0705",0.216,0.082,-0.148,-0.04,0.082,0.07,-0.563,0.023,0.043
"chr2-0706","chr2",135800001,136250000,"chr2-0706",-0.309,0.018,-0.283,-0.081,-0.021,-0.005,-0.532,-0.095,-0.04
"chr2-0707","chr2",136250001,136300000,"chr2-0707",-0.063,-0.071,-0.342,-0.176,0.004,-0.012,-0.809,-0.13,-0.086
"chr2-0708","chr2",136300001,136600000,"chr2-0708",-0.384,-0.104,-0.323,-0.157,-0.045,-0.084,-0.588,-0.24,-0.161
"chr2-0709","chr2",136600001,136850000,"chr2-0709",-0.091,-0.029,0.022,-0.021,0.057,-0.03,-0.288,-0.005,0.04
"chr2-0710","chr2",136850001,136900000,"chr2-0710",-0.056,-0.254,-0.564,-0.345,-0.162,-0.018,-0.238,-0.266,-0.15
"chr2-0711","chr2",136900001,137550000,"chr2-0711",-0.188,-0.109,-0.151,-0.155,-0.13,-0.089,-0.333,-0.001,-0.053
"chr2-0712","chr2",137550001,138200000,"chr2-0712",-1.085,-0.309,-0.453,-0.635,-0.205,-0.185,-1.107,-0.483,-0.191
"chr2-0713","chr2",138200001,139250000,"chr2-0713",-0.587,-0.057,-0.44,-0.321,-0.059,-0.096,-1.025,-0.293,-0.113
"chr2-0714","chr2",139250001,139300000,"chr2-0714",-0.114,-0.055,-0.357,-0.168,0.096,-0.001,-0.385,0.063,0.001
"chr2-0715","chr2",139300001,139550000,"chr2-0715",-0.147,-0.165,0.167,-0.212,-0.094,-0.128,-0.655,-0.192,-0.159
"chr2-0716","chr2",139550001,141650000,"chr2-0716",-0.573,-0.112,-0.136,-0.147,-0.107,-0.129,-0.714,-0.125,-0.07
"chr2-0717","chr2",141650001,142900000,"chr2-0717",-0.41,-0.151,-0.17,-0.232,-0.058,-0.08,-0.692,-0.325,-0.007
"chr2-0718","chr2",142900001,143900000,"chr2-0718",-0.642,-0.083,-0.238,-0.198,-0.077,-0.1,-0.769,-0.274,-0.114
"chr2-0719","chr2",143900001,144500000,"chr2-0719",-0.787,-0.238,-0.614,-0.487,-0.171,-0.147,-0.983,-0.456,-0.108
"chr2-0720","chr2",144500001,144700000,"chr2-0720",-0.554,-0.041,-0.388,-0.23,0.01,-0.036,-0.736,-0.262,-0.02
"chr2-0721","chr2",144700001,145050000,"chr2-0721",-0.832,-0.155,-0.453,-0.414,-0.082,-0.085,-1.168,-0.397,-0.148
"chr2-0722","chr2",145050001,145150000,"chr2-0722",-0.172,0.079,-0.008,0.107,0.075,0.043,-0.473,0.083,0.266
"chr2-0723","chr2",145150001,145250000,"chr2-0723",-0.409,0.036,-0.039,-0.109,0.054,-0.049,-0.609,-0.107,0.058
"chr2-0724","chr2",145250001,145300000,"chr2-0724",0.249,0.128,0.217,0.13,0.078,0.075,-0.036,0.21,0.194
"chr2-0725","chr2",145300001,145800000,"chr2-0725",-0.551,0.019,-0.092,-0.177,-0.008,-0.026,-0.764,-0.162,0.062
"chr2-0726","chr2",145800001,147150000,"chr2-0726",-0.7,-0.278,-0.759,-0.497,-0.132,-0.196,-0.924,-0.413,-0.023
"chr2-0727","chr2",147150001,148100000,"chr2-0727",-0.478,-0.203,-0.211,-0.178,-0.047,-0.097,-0.791,-0.248,0.019
"chr2-0728","chr2",148100001,148600000,"chr2-0728",-0.637,-0.08,-0.244,-0.33,-0.033,-0.143,-0.924,-0.314,-0.188
"chr2-0729","chr2",148600001,148800000,"chr2-0729",0.137,0.027,0.067,0.167,0.068,0.132,-0.331,0.088,0.29
"chr2-0730","chr2",148800001,149400000,"chr2-0730",-0.841,-0.161,-0.473,-0.484,-0.165,-0.191,-0.985,-0.477,-0.166
"chr2-0731","chr2",149400001,149600000,"chr2-0731",0.004,0.016,0.158,0.145,0.076,0.098,-0.3,0.122,0.15
"chr2-0732","chr2",149600001,149690582,"chr2-0732",0.056,-0.035,0.041,0.044,0.013,0.055,-0.155,0.039,0.024
"chr2-0733","chr2",149790583,149900000,"chr2-0733",-0.338,-0.045,-0.244,-0.096,-0.089,-0.145,-0.554,-0.069,-0.092
"chr2-0734","chr2",149900001,150200000,"chr2-0734",-0.223,-0.057,-0.069,-0.353,-0.106,-0.022,-0.675,-0.182,-0.102
"chr2-0735","chr2",150200001,150950000,"chr2-0735",-0.711,-0.12,-0.435,-0.392,-0.075,-0.11,-0.905,-0.411,-0.198
"chr2-0736","chr2",150950001,151300000,"chr2-0736",-0.571,-0.099,-0.364,-0.275,-0.078,-0.087,-0.809,-0.234,-0.115
"chr2-0737","chr2",151300001,151350000,"chr2-0737",-0.088,-0.127,-0.296,0.031,0.011,0.002,-0.296,-0.11,0.105
"chr2-0738","chr2",151350001,151550000,"chr2-0738",-0.65,-0.261,-0.444,-0.424,-0.186,-0.16,-0.992,-0.464,-0.257
"chr2-0739","chr2",151550001,152100000,"chr2-0739",-1.006,-0.261,-0.731,-0.626,-0.163,-0.266,-0.982,-0.51,-0.128
"chr2-0740","chr2",152100001,152150000,"chr2-0740",0.119,0.105,0.225,0.085,0.078,0.011,-0.113,0.086,0.08
"chr2-0741","chr2",152150001,152300000,"chr2-0741",-0.169,0.01,-0.064,-0.016,0.088,0.103,-0.297,0.151,-0.012
