"","Chromosome","Start","End","Feature","205125590013_R05C01","205128000013_R03C01","205128000076_R04C01","205240110044_R02C01","205240110063_R03C01"
"chr4-184","chr4",180000001,181000000,"chr4-184",-0.116,0,-0.154,-0.004,0.021
"chr4-185","chr4",181000001,182000000,"chr4-185",-0.117,-0.111,-0.217,-0.094,-0.109
"chr4-186","chr4",182000001,183000000,"chr4-186",-0.052,0.038,-0.08,-0.026,0.012
"chr4-187","chr4",183000001,184000000,"chr4-187",0.015,0.001,-0.031,0.014,0.028
"chr4-188","chr4",184000001,185000000,"chr4-188",0.042,0.075,0.07,0.078,0.098
"chr4-189","chr4",185000001,186000000,"chr4-189",0.016,0.004,0.029,0.016,0.021
"chr4-190","chr4",186000001,187000000,"chr4-190",0.027,0.04,0.042,0.059,0.125
"chr4-191","chr4",187000001,188000000,"chr4-191",0.032,0.037,0.053,0.046,0.105
"chr4-192","chr4",188000001,189000000,"chr4-192",-0.044,0.061,-0.043,0.058,0.116
"chr4-193","chr4",189000001,190000000,"chr4-193",0.064,0.083,0.073,0.073,0.186
"chr4-194","chr4",190000001,191044276,"chr4-194",0.051,0.066,0.076,0.027,0.055
"chr5-001","chr5",10001,1000000,"chr5-001",0.094,0.056,0.146,0.057,0.002
"chr5-002","chr5",1000001,2000000,"chr5-002",0.081,0.021,0.116,0.023,-0.063
"chr5-003","chr5",2000001,3000000,"chr5-003",0.009,-0.025,-0.045,-0.023,-0.075
"chr5-004","chr5",3000001,4000000,"chr5-004",-0.015,-0.027,-0.046,-0.05,-0.087
"chr5-005","chr5",4000001,5000000,"chr5-005",-0.06,-0.005,-0.099,-0.028,0.001
"chr5-006","chr5",5000001,6000000,"chr5-006",-0.005,-0.025,-0.018,0,0.023
"chr5-007","chr5",6000001,7000000,"chr5-007",-0.017,0.009,-0.013,-0.007,0.007
"chr5-008","chr5",7000001,8000000,"chr5-008",0.018,0.052,0.031,0.038,0.031
"chr5-009","chr5",8000001,9000000,"chr5-009",-0.013,0.046,-0.026,-0.026,-0.059
"chr5-010","chr5",9000001,10000000,"chr5-010",-0.068,-0.029,-0.097,-0.07,-0.099
"chr5-011","chr5",10000001,11000000,"chr5-011",0.015,-0.008,0.027,0.017,0.035
"chr5-012","chr5",11000001,12000000,"chr5-012",-0.032,0.017,0.013,0.022,-0.001
"chr5-013","chr5",12000001,13000000,"chr5-013",-0.116,-0.01,-0.102,-0.12,-0.067
"chr5-014","chr5",13000001,14000000,"chr5-014",-0.063,-0.011,-0.09,0,0.01
"chr5-015","chr5",14000001,15000000,"chr5-015",0.046,0.068,0.028,0.078,0.097
"chr5-016","chr5",15000001,16000000,"chr5-016",0,0.027,-0.029,-0.007,0.037
"chr5-017","chr5",16000001,17000000,"chr5-017",0.039,0.035,0.082,0.046,0.086
"chr5-018","chr5",17000001,17530657,"chr5-018",0.064,0.081,0.074,0.094,0.153
"chr5-019","chr5",17580658,18000000,"chr5-019",-0.017,0.086,-0.106,-0.036,-0.032
"chr5-020","chr5",18000001,19000000,"chr5-020",-0.019,0.004,-0.086,-0.047,0.006
"chr5-021","chr5",19000001,20000000,"chr5-021",-0.202,-0.126,-0.325,-0.285,-0.288
"chr5-022","chr5",20000001,21000000,"chr5-022",-0.001,0.016,-0.175,-0.002,0.075
"chr5-023","chr5",21000001,22000000,"chr5-023",-0.012,0.002,-0.048,-0.113,0.018
"chr5-024","chr5",22000001,23000000,"chr5-024",-0.26,-0.16,-0.44,-0.402,-0.328
"chr5-025","chr5",23000001,24000000,"chr5-025",0.011,0.077,-0.02,0.007,0.015
"chr5-026","chr5",24000001,25000000,"chr5-026",-0.098,-0.039,-0.17,-0.09,-0.012
"chr5-027","chr5",25000001,26000000,"chr5-027",0.009,0.026,-0.062,-0.046,-0.05
"chr5-028","chr5",26000001,27000000,"chr5-028",-0.087,-0.035,-0.121,-0.079,-0.009
"chr5-029","chr5",27000001,28000000,"chr5-029",-0.049,-0.038,-0.211,-0.105,-0.028
"chr5-030","chr5",28000001,29000000,"chr5-030",-0.015,0.049,-0.096,-0.079,-0.134
"chr5-031","chr5",29000001,30000000,"chr5-031",-0.061,-0.02,-0.207,-0.069,-0.058
"chr5-032","chr5",30000001,31000000,"chr5-032",-0.026,0.014,0.002,-0.056,0.002
"chr5-033","chr5",31000001,32000000,"chr5-033",0.003,0.001,-0.004,0.009,0.063
"chr5-034","chr5",32000001,33000000,"chr5-034",0.03,0.053,0.043,0.053,0.105
"chr5-035","chr5",33000001,34000000,"chr5-035",-0.023,-0.022,-0.069,-0.075,-0.08
"chr5-036","chr5",34000001,35000000,"chr5-036",0.007,0.023,0.006,-0.012,0.008
"chr5-037","chr5",35000001,36000000,"chr5-037",-0.03,0.016,-0.074,-0.029,0.018
"chr5-038","chr5",36000001,37000000,"chr5-038",-0.023,-0.007,-0.068,-0.051,-0.057
"chr5-039","chr5",37000001,38000000,"chr5-039",0.031,0.026,0.012,0.011,0.04
"chr5-040","chr5",38000001,39000000,"chr5-040",-0.022,-0.016,-0.045,-0.046,-0.017
"chr5-041","chr5",39000001,40000000,"chr5-041",-0.03,0.01,-0.053,-0.02,0.044
"chr5-042","chr5",40000001,41000000,"chr5-042",-0.015,-0.014,-0.036,-0.043,-0.009
"chr5-043","chr5",41000001,42000000,"chr5-043",-0.085,-0.067,-0.122,-0.156,-0.132
"chr5-044","chr5",42000001,43000000,"chr5-044",0.018,0.026,0.031,0.005,0.036
"chr5-045","chr5",43000001,44000000,"chr5-045",0.029,0.016,0.002,-0.019,0.013
"chr5-046","chr5",44000001,45000000,"chr5-046",-0.067,-0.118,-0.139,-0.178,-0.197
"chr5-047","chr5",45000001,46405641,"chr5-047",-0.059,-0.021,-0.146,-0.11,-0.113
"chr5-048","chr5",49405642,50000000,"chr5-048",-0.011,0.003,0.009,-0.027,0.005
"chr5-049","chr5",50000001,51000000,"chr5-049",-0.104,-0.046,-0.126,-0.143,-0.203
"chr5-050","chr5",51000001,52000000,"chr5-050",-0.023,-0.006,-0.186,-0.074,-0.083
"chr5-051","chr5",52000001,53000000,"chr5-051",-0.058,-0.053,-0.099,-0.09,-0.068
"chr5-052","chr5",53000001,54000000,"chr5-052",-0.069,-0.017,-0.083,-0.039,-0.015
"chr5-053","chr5",54000001,55000000,"chr5-053",-0.032,-0.022,-0.035,-0.03,-0.022
"chr5-054","chr5",55000001,56000000,"chr5-054",-0.003,0.028,-0.011,0.018,0.068
"chr5-055","chr5",56000001,57000000,"chr5-055",0,0.039,-0.009,0.001,0.051
"chr5-056","chr5",57000001,58000000,"chr5-056",-0.112,-0.044,-0.172,-0.093,-0.086
"chr5-057","chr5",58000001,59000000,"chr5-057",-0.005,0.007,-0.117,-0.029,0.011
"chr5-058","chr5",59000001,60000000,"chr5-058",-0.062,-0.011,-0.126,-0.071,-0.081
"chr5-059","chr5",60000001,61000000,"chr5-059",-0.011,-0.023,-0.046,-0.008,0.021
"chr5-060","chr5",61000001,62000000,"chr5-060",0.026,0.022,0.019,-0.019,0.053
"chr5-061","chr5",62000001,63000000,"chr5-061",-0.001,0.027,-0.093,-0.01,0.019
"chr5-062","chr5",63000001,64000000,"chr5-062",-0.046,-0.063,-0.073,-0.178,-0.169
"chr5-063","chr5",64000001,65000000,"chr5-063",-0.038,-0.046,-0.105,-0.075,-0.072
"chr5-064","chr5",65000001,66000000,"chr5-064",-0.011,0.037,-0.003,-0.005,0.037
"chr5-065","chr5",66000001,67000000,"chr5-065",-0.002,0.013,-0.078,-0.017,-0.025
"chr5-066","chr5",67000001,68000000,"chr5-066",-0.066,0.022,-0.09,-0.03,0.012
"chr5-067","chr5",68000001,69000000,"chr5-067",0.081,0.066,0.13,0.082,0.17
"chr5-068","chr5",69000001,71000000,"chr5-068",-0.039,-0.018,0.054,-0.015,0.041
"chr5-069","chr5",71000001,72000000,"chr5-069",0.02,0.03,-0.004,0.015,0.018
"chr5-070","chr5",72000001,73000000,"chr5-070",-0.013,-0.025,-0.019,-0.061,-0.017
"chr5-071","chr5",73000001,74000000,"chr5-071",-0.061,-0.006,-0.066,-0.036,0.002
"chr5-072","chr5",74000001,75000000,"chr5-072",0.007,0.006,0.005,0.012,0.052
"chr5-073","chr5",75000001,76000000,"chr5-073",-0.003,0.008,-0.05,-0.016,0.027
"chr5-074","chr5",76000001,77000000,"chr5-074",0.011,0.004,0.018,-0.005,0.007
"chr5-075","chr5",77000001,78000000,"chr5-075",-0.016,-0.007,0.007,-0.017,-0.03
"chr5-076","chr5",78000001,79000000,"chr5-076",0.023,0.045,0.033,0.054,0.1
"chr5-077","chr5",79000001,80000000,"chr5-077",0.015,0.035,0.041,0.008,0.055
"chr5-078","chr5",80000001,81000000,"chr5-078",-0.015,-0.013,-0.019,-0.011,0.034
"chr5-079","chr5",81000001,82000000,"chr5-079",-0.035,0.013,-0.074,-0.007,0.052
"chr5-080","chr5",82000001,83000000,"chr5-080",-0.03,0.009,-0.096,-0.057,-0.055
"chr5-081","chr5",83000001,84000000,"chr5-081",-0.046,-0.033,-0.04,-0.008,0.033
"chr5-082","chr5",84000001,85000000,"chr5-082",-0.021,0.04,-0.076,-0.012,0.116
"chr5-083","chr5",85000001,86000000,"chr5-083",-0.068,-0.029,-0.104,-0.101,-0.028
"chr5-084","chr5",86000001,87000000,"chr5-084",-0.073,-0.022,-0.11,-0.124,-0.056
"chr5-085","chr5",87000001,88000000,"chr5-085",-0.041,-0.041,-0.094,-0.069,-0.057
"chr5-086","chr5",88000001,89000000,"chr5-086",-0.071,0.004,-0.183,-0.084,-0.053
"chr5-087","chr5",89000001,90000000,"chr5-087",-0.038,-0.023,-0.096,-0.112,-0.111
"chr5-088","chr5",90000001,91000000,"chr5-088",-0.087,-0.041,-0.129,-0.089,-0.037
"chr5-089","chr5",91000001,91636128,"chr5-089",-0.144,-0.03,-0.215,-0.224,-0.285
"chr5-090","chr5",91686129,92000000,"chr5-090",-0.065,0.001,-0.266,-0.127,-0.102
"chr5-091","chr5",92000001,93000000,"chr5-091",-0.024,-0.003,-0.047,-0.029,-0.035
"chr5-092","chr5",93000001,94000000,"chr5-092",-0.07,-0.073,-0.167,-0.192,-0.178
"chr5-093","chr5",94000001,95000000,"chr5-093",-0.076,-0.057,-0.133,-0.116,-0.076
"chr5-094","chr5",95000001,96000000,"chr5-094",-0.053,-0.023,-0.089,-0.076,-0.072
"chr5-095","chr5",96000001,97000000,"chr5-095",-0.014,0.022,0.002,-0.002,0.042
"chr5-096","chr5",97000001,98000000,"chr5-096",-0.106,-0.055,-0.181,-0.113,-0.136
"chr5-097","chr5",98000001,99000000,"chr5-097",-0.034,-0.037,-0.046,-0.063,0
"chr5-098","chr5",99000001,100000000,"chr5-098",-0.131,-0.111,-0.147,-0.179,-0.167
"chr5-099","chr5",100000001,101000000,"chr5-099",-0.082,-0.097,-0.228,-0.244,-0.218
"chr5-100","chr5",101000001,102000000,"chr5-100",-0.039,-0.041,-0.073,-0.071,-0.027
"chr5-101","chr5",102000001,103000000,"chr5-101",-0.086,-0.059,-0.162,-0.13,-0.116
"chr5-102","chr5",103000001,104000000,"chr5-102",-0.026,0.027,-0.166,-0.059,-0.038
"chr5-103","chr5",104000001,105000000,"chr5-103",-0.093,-0.073,-0.154,-0.045,0.1
"chr5-104","chr5",105000001,106000000,"chr5-104",-0.025,0.03,-0.142,-0.049,0.014
"chr5-105","chr5",106000001,107000000,"chr5-105",-0.067,0.026,-0.138,-0.023,-0.057
"chr5-106","chr5",107000001,108000000,"chr5-106",-0.025,-0.019,-0.021,-0.018,0.017
"chr5-107","chr5",108000001,109000000,"chr5-107",-0.002,0.009,-0.066,-0.051,-0.052
"chr5-108","chr5",109000001,110000000,"chr5-108",-0.055,-0.006,-0.083,-0.095,-0.026
"chr5-109","chr5",110000001,111000000,"chr5-109",-0.061,-0.034,-0.112,-0.108,-0.097
"chr5-110","chr5",111000001,112000000,"chr5-110",-0.061,0.013,-0.074,-0.058,-0.036
"chr5-111","chr5",112000001,113000000,"chr5-111",-0.007,-0.013,-0.017,-0.049,-0.035
"chr5-112","chr5",113000001,114000000,"chr5-112",-0.056,-0.067,-0.037,-0.119,-0.121
"chr5-113","chr5",114000001,115000000,"chr5-113",-0.017,0.004,-0.03,-0.035,-0.027
"chr5-114","chr5",115000001,116000000,"chr5-114",-0.029,-0.028,-0.03,-0.059,-0.021
"chr5-115","chr5",116000001,117000000,"chr5-115",-0.057,-0.042,-0.073,0.004,0.045
"chr5-116","chr5",117000001,118000000,"chr5-116",-0.093,-0.03,-0.127,-0.046,-0.009
"chr5-117","chr5",118000001,119000000,"chr5-117",-0.01,-0.002,-0.016,-0.009,0.031
"chr5-118","chr5",119000001,120000000,"chr5-118",-0.069,-0.077,-0.108,-0.093,-0.06
"chr5-119","chr5",120000001,121000000,"chr5-119",-0.125,-0.104,-0.148,-0.154,-0.162
"chr5-120","chr5",121000001,122000000,"chr5-120",-0.022,-0.017,-0.036,-0.03,-0.02
"chr5-121","chr5",122000001,123000000,"chr5-121",0.004,0.002,0.027,-0.002,0.01
"chr5-122","chr5",123000001,124000000,"chr5-122",-0.031,0.047,-0.097,-0.065,0.001
"chr5-123","chr5",124000001,125000000,"chr5-123",0.017,0.057,-0.032,0.052,0.098
"chr5-124","chr5",125000001,126000000,"chr5-124",0.018,0.025,-0.002,0.018,0.088
"chr5-125","chr5",126000001,127000000,"chr5-125",-0.026,0.007,-0.014,0.009,0.021
"chr5-126","chr5",127000001,128000000,"chr5-126",-0.012,0,-0.014,-0.041,0.014
"chr5-127","chr5",128000001,129000000,"chr5-127",-0.012,-0.063,-0.057,-0.108,-0.096
"chr5-128","chr5",129000001,130000000,"chr5-128",-0.067,0.016,-0.094,-0.02,-0.112
"chr5-129","chr5",130000001,131000000,"chr5-129",-0.016,0.005,-0.017,-0.024,0.078
"chr5-130","chr5",131000001,132000000,"chr5-130",0.002,-0.069,0.007,-0.064,-0.109
"chr5-131","chr5",132000001,133000000,"chr5-131",0.029,-0.015,0.035,-0.017,-0.056
"chr5-132","chr5",133000001,134000000,"chr5-132",0.071,-0.011,0.079,0.027,0.01
"chr5-133","chr5",134000001,135000000,"chr5-133",0.005,-0.053,0.033,-0.069,-0.109
"chr5-134","chr5",135000001,136000000,"chr5-134",-0.066,-0.11,-0.097,-0.139,-0.157
"chr5-135","chr5",136000001,137000000,"chr5-135",-0.043,-0.044,-0.11,-0.102,-0.161
"chr5-136","chr5",137000001,138000000,"chr5-136",0.055,0.013,0.082,0.043,0.046
"chr5-137","chr5",138000001,138787073,"chr5-137",0.071,0.006,0.086,0.049,0.07
"chr5-138","chr5",138837074,139000000,"chr5-138",0.073,0.003,0.13,0.039,0.096
"chr5-139","chr5",139000001,140000000,"chr5-139",0.042,-0.036,0.067,-0.019,-0.089
"chr5-140","chr5",140000001,141000000,"chr5-140",-0.024,-0.07,-0.071,-0.154,-0.175
"chr5-141","chr5",141000001,142000000,"chr5-141",0.005,-0.053,0.012,-0.042,-0.091
"chr5-142","chr5",142000001,143000000,"chr5-142",-0.01,-0.007,-0.046,-0.018,-0.028
"chr5-143","chr5",143000001,144000000,"chr5-143",-0.03,-0.036,-0.117,-0.134,-0.124
"chr5-144","chr5",144000001,145000000,"chr5-144",-0.188,-0.1,-0.332,-0.232,-0.248
"chr5-145","chr5",145000001,146000000,"chr5-145",-0.002,-0.036,-0.029,-0.055,-0.032
"chr5-146","chr5",146000001,147000000,"chr5-146",-0.059,-0.059,-0.046,-0.082,-0.142
"chr5-147","chr5",147000001,148000000,"chr5-147",-0.094,-0.068,-0.176,-0.125,-0.111
"chr5-148","chr5",148000001,149000000,"chr5-148",-0.021,-0.064,-0.048,-0.068,-0.077
"chr5-149","chr5",149000001,150000000,"chr5-149",-0.005,-0.064,0.008,-0.066,-0.085
"chr5-150","chr5",150000001,151000000,"chr5-150",0.008,-0.071,-0.02,-0.053,-0.064
"chr5-151","chr5",151000001,152000000,"chr5-151",-0.019,-0.035,-0.001,-0.032,-0.113
"chr5-152","chr5",152000001,153000000,"chr5-152",-0.09,-0.116,-0.136,-0.069,-0.146
"chr5-153","chr5",153000001,154000000,"chr5-153",-0.038,-0.045,-0.057,-0.075,-0.092
"chr5-154","chr5",154000001,155000000,"chr5-154",0.035,-0.019,0.059,0.018,0.003
"chr5-155","chr5",155000001,155138727,"chr5-155",-0.092,-0.161,-0.163,-0.197,-0.119
"chr5-156","chr5",155188728,156000000,"chr5-156",-0.107,-0.038,-0.156,-0.104,-0.123
"chr5-157","chr5",156000001,157000000,"chr5-157",0.008,0.02,0.019,0.039,0.043
"chr5-158","chr5",157000001,158000000,"chr5-158",0.043,0.037,0.07,0.019,0.042
"chr5-159","chr5",158000001,159000000,"chr5-159",0.003,0.002,0.006,-0.035,-0.009
"chr5-160","chr5",159000001,160000000,"chr5-160",0.013,-0.011,-0.001,0.007,0.046
"chr5-161","chr5",160000001,161000000,"chr5-161",-0.081,-0.059,-0.162,-0.133,-0.08
"chr5-162","chr5",161000001,162000000,"chr5-162",-0.163,-0.155,-0.253,-0.251,-0.289
"chr5-163","chr5",162000001,163000000,"chr5-163",-0.089,-0.085,-0.162,-0.198,-0.17
"chr5-164","chr5",163000001,164000000,"chr5-164",-0.121,-0.052,-0.22,-0.17,-0.198
"chr5-165","chr5",164000001,165000000,"chr5-165",-0.005,0.012,-0.064,-0.021,0.009
"chr5-166","chr5",165000001,166000000,"chr5-166",-0.048,0.073,-0.13,-0.057,-0.012
"chr5-167","chr5",166000001,167000000,"chr5-167",-0.038,-0.029,-0.131,-0.102,-0.098
"chr5-168","chr5",167000001,168000000,"chr5-168",-0.014,-0.031,-0.037,-0.049,-0.011
"chr5-169","chr5",168000001,169000000,"chr5-169",-0.036,-0.045,-0.041,-0.055,-0.068
"chr5-170","chr5",169000001,170000000,"chr5-170",-0.018,-0.038,-0.036,-0.053,-0.096
"chr5-171","chr5",170000001,171000000,"chr5-171",0.026,-0.026,0.081,-0.013,-0.026
"chr5-172","chr5",171000001,172000000,"chr5-172",0.049,0,0.053,0.043,0.057
"chr5-173","chr5",172000001,173000000,"chr5-173",0.053,-0.034,0.054,0.003,-0.035
"chr5-174","chr5",173000001,174000000,"chr5-174",-0.02,-0.039,-0.041,-0.034,-0.053
"chr5-175","chr5",174000001,175000000,"chr5-175",0.001,-0.023,0.001,-0.037,-0.008
"chr5-176","chr5",175000001,176000000,"chr5-176",0.035,-0.033,0.067,-0.011,-0.038
"chr5-177","chr5",176000001,177000000,"chr5-177",0.074,-0.008,0.102,0.007,-0.06
"chr5-178","chr5",177000001,178000000,"chr5-178",0.075,0.013,0.109,0.043,0.029
"chr5-179","chr5",178000001,179000000,"chr5-179",0.082,0.015,0.108,0.014,-0.004
"chr5-180","chr5",179000001,180000000,"chr5-180",0.109,0.055,0.153,0.099,0.085
"chr5-181","chr5",180000001,180905260,"chr5-181",0.056,0.001,0.102,0.017,-0.035
"chr6-001","chr6",60001,1000000,"chr6-001",-0.052,-0.012,-0.016,0.007,-0.007
"chr6-002","chr6",1000001,2000000,"chr6-002",0,-0.019,0.029,-0.007,-0.044
"chr6-003","chr6",2000001,3000000,"chr6-003",0.006,0.003,0.004,-0.006,0.004
"chr6-004","chr6",3000001,4000000,"chr6-004",0.008,-0.018,0.031,-0.011,-0.009
"chr6-005","chr6",4000001,5000000,"chr6-005",0.015,0.015,0.064,0.045,0.039
"chr6-006","chr6",5000001,6000000,"chr6-006",-0.005,-0.022,0.013,-0.001,-0.023
"chr6-007","chr6",6000001,7000000,"chr6-007",0.009,-0.027,0.006,-0.021,-0.016
"chr6-008","chr6",7000001,8000000,"chr6-008",0.01,0.031,0.029,0.011,0.014
"chr6-009","chr6",8000001,9000000,"chr6-009",-0.105,-0.055,-0.178,-0.147,-0.131
"chr6-010","chr6",9000001,10000000,"chr6-010",-0.044,0.017,-0.145,-0.074,-0.055
"chr6-011","chr6",10000001,11000000,"chr6-011",0.027,0.014,0.036,0.006,0.045
"chr6-012","chr6",11000001,12000000,"chr6-012",-0.01,0.024,-0.021,-0.003,0.013
"chr6-013","chr6",12000001,13000000,"chr6-013",-0.077,-0.026,-0.096,-0.046,-0.035
"chr6-014","chr6",13000001,14000000,"chr6-014",-0.003,0.021,0.035,0.018,0.025
"chr6-015","chr6",14000001,15000000,"chr6-015",-0.018,-0.017,-0.056,-0.003,0.034
"chr6-016","chr6",15000001,16000000,"chr6-016",0.071,0.065,0.07,0.104,0.121
"chr6-017","chr6",16000001,17000000,"chr6-017",0.036,0.079,0.023,0.068,0.058
"chr6-018","chr6",17000001,18000000,"chr6-018",0.001,0.059,0.03,0.045,0.131
"chr6-019","chr6",18000001,19000000,"chr6-019",0,0.005,-0.002,0.027,0.055
"chr6-020","chr6",19000001,20000000,"chr6-020",-0.002,0.069,0.006,-0.006,0.042
"chr6-021","chr6",20000001,21000000,"chr6-021",0.033,0.063,0.043,0.041,0.072
"chr6-022","chr6",21000001,22000000,"chr6-022",-0.006,0.051,0.027,0.042,0.084
"chr6-023","chr6",22000001,23000000,"chr6-023",-0.071,-0.004,-0.146,-0.073,-0.051
"chr6-024","chr6",23000001,24000000,"chr6-024",-0.116,-0.079,-0.255,-0.223,-0.19
"chr6-025","chr6",24000001,25000000,"chr6-025",0.032,0.029,0.01,0.003,0.076
"chr6-026","chr6",25000001,26000000,"chr6-026",-0.007,0.016,-0.052,0.005,0.023
"chr6-027","chr6",26000001,27000000,"chr6-027",-0.065,-0.111,-0.092,-0.162,-0.172
"chr6-028","chr6",27000001,28000000,"chr6-028",-0.041,-0.112,-0.062,-0.162,-0.138
"chr6-029","chr6",28000001,29000000,"chr6-029",-0.055,-0.085,-0.077,-0.123,-0.099
"chr6-030","chr6",29000001,30000000,"chr6-030",-0.038,-0.084,-0.019,-0.12,-0.14
"chr6-031","chr6",30000001,31000000,"chr6-031",0.017,-0.043,0.035,-0.045,-0.073
"chr6-032","chr6",31000001,32000000,"chr6-032",0.043,-0.062,0.051,-0.044,-0.107
"chr6-033","chr6",32000001,33000000,"chr6-033",0.002,-0.098,-0.01,-0.114,-0.168
"chr6-034","chr6",33000001,34000000,"chr6-034",0.025,-0.087,0.005,-0.099,-0.158
"chr6-035","chr6",34000001,35000000,"chr6-035",0.075,0.023,0.086,0.014,0.008
"chr6-036","chr6",35000001,36000000,"chr6-036",0.056,0.01,0.095,0.023,0.037
"chr6-037","chr6",36000001,37000000,"chr6-037",0.052,-0.002,0.065,0.02,0.041
"chr6-038","chr6",37000001,38000000,"chr6-038",0.037,-0.011,0.056,0.021,0.04
"chr6-039","chr6",38000001,39000000,"chr6-039",-0.001,0.012,-0.018,-0.022,0.028
"chr6-040","chr6",39000001,40000000,"chr6-040",-0.034,-0.091,-0.067,-0.071,-0.095
"chr6-041","chr6",40000001,41000000,"chr6-041",-0.083,-0.096,-0.113,-0.132,-0.182
"chr6-042","chr6",41000001,42000000,"chr6-042",0.013,-0.056,0.024,-0.041,-0.068
"chr6-043","chr6",42000001,43000000,"chr6-043",0.06,0.008,0.103,0.039,0.047
"chr6-044","chr6",43000001,44000000,"chr6-044",0.048,-0.016,0.064,0.008,-0.036
"chr6-045","chr6",44000001,45000000,"chr6-045",0.017,-0.072,0.009,-0.058,-0.091
"chr6-046","chr6",45000001,46000000,"chr6-046",-0.008,0.015,-0.002,-0.043,0.01
"chr6-047","chr6",46000001,47000000,"chr6-047",-0.093,-0.068,-0.132,-0.143,-0.135
"chr6-048","chr6",47000001,48000000,"chr6-048",-0.061,-0.021,-0.087,-0.044,-0.04
"chr6-049","chr6",48000001,49000000,"chr6-049",-0.043,-0.016,-0.008,-0.026,-0.078
"chr6-050","chr6",49000001,50000000,"chr6-050",-0.084,-0.036,-0.161,-0.148,-0.134
"chr6-051","chr6",50000001,51000000,"chr6-051",-0.127,-0.097,-0.209,-0.168,-0.155
"chr6-052","chr6",51000001,52000000,"chr6-052",-0.1,-0.038,-0.208,-0.095,-0.082
"chr6-053","chr6",52000001,53000000,"chr6-053",-0.043,-0.018,-0.05,-0.044,-0.035
"chr6-054","chr6",53000001,54000000,"chr6-054",-0.007,0.026,-0.005,-0.01,0.038
"chr6-055","chr6",54000001,55000000,"chr6-055",-0.08,-0.037,-0.182,-0.13,-0.013
"chr6-056","chr6",55000001,56000000,"chr6-056",-0.105,-0.008,-0.144,-0.174,-0.172
"chr6-057","chr6",56000001,57000000,"chr6-057",-0.058,0.011,-0.071,-0.037,-0.014
"chr6-058","chr6",57000001,58087659,"chr6-058",-0.039,-0.03,-0.087,-0.058,-0.005
"chr6-059","chr6",58137660,58780166,"chr6-059",-0.046,-0.057,-0.047,-0.156,-0.208
"chr6-060","chr6",62178590,63000000,"chr6-060",-0.149,-0.156,-0.307,-0.42,-0.46
"chr6-061","chr6",63000001,64000000,"chr6-061",-0.13,-0.103,-0.165,-0.222,-0.163
"chr6-062","chr6",64000001,65000000,"chr6-062",-0.007,0.067,-0.071,-0.017,0.011
"chr6-063","chr6",65000001,66000000,"chr6-063",-0.084,-0.057,-0.149,-0.11,-0.181
"chr6-064","chr6",66000001,67000000,"chr6-064",-0.131,-0.106,-0.129,-0.204,-0.071
"chr6-065","chr6",67000001,68000000,"chr6-065",-0.013,0.012,-0.177,-0.118,-0.151
"chr6-066","chr6",68000001,69000000,"chr6-066",-0.096,-0.067,-0.145,-0.106,-0.036
"chr6-067","chr6",69000001,70000000,"chr6-067",-0.112,-0.032,-0.247,-0.177,-0.115
"chr6-068","chr6",70000001,71000000,"chr6-068",-0.067,-0.047,-0.115,-0.129,-0.108
"chr6-069","chr6",71000001,72000000,"chr6-069",-0.059,0.012,-0.013,-0.044,0.012
"chr6-070","chr6",72000001,73000000,"chr6-070",-0.085,-0.033,-0.086,-0.099,-0.093
"chr6-071","chr6",73000001,74000000,"chr6-071",-0.074,-0.018,-0.101,-0.073,-0.04
"chr6-072","chr6",74000001,75000000,"chr6-072",0.082,0.064,0.119,0.039,0.103
"chr6-073","chr6",75000001,76000000,"chr6-073",-0.106,-0.081,-0.15,-0.198,-0.185
"chr6-074","chr6",76000001,77000000,"chr6-074",-0.044,0.014,-0.081,-0.032,0.061
"chr6-075","chr6",77000001,78000000,"chr6-075",-0.073,-0.046,-0.22,-0.17,-0.078
"chr6-076","chr6",78000001,79000000,"chr6-076",-0.132,-0.218,-0.236,-0.306,-0.308
"chr6-077","chr6",79000001,80000000,"chr6-077",-0.059,-0.023,-0.097,-0.152,-0.087
"chr6-078","chr6",80000001,81000000,"chr6-078",-0.065,-0.052,-0.146,-0.092,-0.066
"chr6-079","chr6",81000001,82000000,"chr6-079",-0.13,-0.013,-0.158,-0.186,-0.1
"chr6-080","chr6",82000001,83000000,"chr6-080",-0.057,-0.006,-0.135,-0.092,-0.108
"chr6-081","chr6",83000001,84000000,"chr6-081",-0.059,-0.014,-0.034,-0.064,-0.002
"chr6-082","chr6",84000001,85000000,"chr6-082",-0.041,-0.027,-0.054,-0.087,-0.069
"chr6-083","chr6",85000001,86000000,"chr6-083",-0.069,-0.048,-0.14,-0.14,-0.124
"chr6-084","chr6",86000001,87000000,"chr6-084",0.031,-0.004,0.041,-0.01,0.04
