"","Chromosome","Start","End","Feature","205122170045_R04C01","205122170071_R01C01","205125590021_R02C01","205125590067_R07C01","205125590068_R01C01","205128000076_R07C01","205240110063_R01C01","205243940036_R02C01","205243940046_R04C01","205243940058_R04C01","205243940065_R07C01","205243940107_R05C01","205289430139_R07C01"
"chr4-014","chr4",12000001,13000000,"chr4-014",0.154,-0.018,0.172,0.058,-0.028,0.205,0.012,0.062,0.012,0.204,0.149,0.214,0.099
"chr4-015","chr4",13000001,14000000,"chr4-015",0.087,0,0.103,0.045,-0.02,0.129,0.117,0.015,-0.02,0.084,0.18,0.111,0.048
"chr4-016","chr4",14000001,15000000,"chr4-016",0.138,-0.036,0.184,0.077,0.014,0.193,0.08,0.036,0.055,0.158,0.129,0.196,0.002
"chr4-017","chr4",15000001,16000000,"chr4-017",0.1,0.056,0.158,0.062,0.001,0.133,0.141,0.019,0.002,0.122,0.167,0.17,0.036
"chr4-018","chr4",16000001,17000000,"chr4-018",0.096,0.048,0.137,0.021,-0.056,0.156,0.079,0.026,-0.009,0.116,0.11,0.169,0.026
"chr4-019","chr4",17000001,18000000,"chr4-019",-0.007,0,0.081,0.01,-0.046,0.071,0.036,-0.058,-0.053,0.058,0.061,0.064,-0.056
"chr4-020","chr4",18000001,19000000,"chr4-020",0.109,0.06,0.062,0.042,0.007,0.191,-0.021,0.055,0.012,0.138,0.154,0.202,0.054
"chr4-021","chr4",19000001,20000000,"chr4-021",0.158,0.039,0.217,0.034,0.009,0.258,-0.073,0.1,-0.006,0.196,0.157,0.223,0.077
"chr4-022","chr4",20000001,21000000,"chr4-022",0.117,0.06,0.14,0.058,0.004,0.209,-0.066,0.06,0.012,0.134,0.193,0.172,0.041
"chr4-023","chr4",21000001,22000000,"chr4-023",0.095,-0.052,0.07,0.054,-0.062,0.176,-0.131,0.01,-0.018,0.154,0.167,0.126,0.029
"chr4-024","chr4",22000001,23000000,"chr4-024",0.086,0.005,0.136,0.053,-0.029,0.19,0.034,0.053,-0.031,0.152,0.175,0.166,0.06
"chr4-025","chr4",23000001,24000000,"chr4-025",0.144,0.09,0.208,0.122,0.037,0.224,0.116,0.063,0.27,0.222,0.143,0.19,0.032
"chr4-026","chr4",24000001,25000000,"chr4-026",0.072,0.038,0.119,0.048,-0.018,0.143,0.082,0.006,0.228,0.122,0.166,0.15,0.002
"chr4-027","chr4",25000001,26000000,"chr4-027",0.007,0.005,0.046,0.027,-0.033,0.084,0.026,-0.049,0.174,0.049,0.101,0.082,-0.035
"chr4-028","chr4",26000001,27000000,"chr4-028",0.041,0.027,0.099,0.04,-0.045,0.117,0.084,-0.019,0.178,0.12,0.128,0.089,-0.022
"chr4-029","chr4",27000001,28000000,"chr4-029",0.107,-0.008,0.118,0.009,-0.045,0.158,-0.096,0.045,0.249,0.173,0.062,0.146,0.042
"chr4-030","chr4",28000001,29000000,"chr4-030",0.194,0.084,0.196,0.074,-0.017,0.225,0.014,0.109,0.305,0.209,0.211,0.191,0.116
"chr4-031","chr4",29000001,30000000,"chr4-031",0.326,0.058,0.153,0.049,0.002,0.226,-0.211,0.011,0.351,0.125,0.145,0.132,0.076
"chr4-032","chr4",30000001,31000000,"chr4-032",0.179,0.107,0.181,0.139,0.046,0.192,0.105,0.066,0.235,0.215,0.348,0.218,0.032
"chr4-033","chr4",31000001,31820917,"chr4-033",0.202,0.059,0.274,0.094,0.026,0.25,0.091,0.035,0.314,0.199,0.164,0.17,0.072
"chr4-034","chr4",31837418,32834638,"chr4-034",0.241,0.082,0.339,0.084,0.056,0.301,0.139,0.096,0.332,0.345,0.312,0.255,0.173
"chr4-035","chr4",32840639,34000000,"chr4-035",0.16,0.045,0.224,0.061,0.001,0.215,0.044,0.085,0.288,0.256,0.257,0.26,0.042
"chr4-036","chr4",34000001,35000000,"chr4-036",0.165,0.038,0.272,0.073,-0.001,0.259,0.045,0.143,0.351,0.267,0.136,0.235,0.131
"chr4-037","chr4",35000001,36000000,"chr4-037",0.092,0.122,0.137,0.008,0.017,0.12,-0.148,0.15,0.294,0.176,0.098,0.236,0.148
"chr4-038","chr4",36000001,37000000,"chr4-038",0.164,0.043,0.208,0.043,-0.028,0.254,-0.135,0.08,0.305,0.22,0.129,0.219,0.067
"chr4-039","chr4",37000001,38000000,"chr4-039",0.055,0.016,0.099,0.038,0.001,0.129,0.067,-0.002,0.235,0.087,0.189,0.112,-0.016
"chr4-040","chr4",38000001,39000000,"chr4-040",0.07,0.017,0.106,0.03,-0.037,0.097,0.104,-0.005,0.194,0.088,0.126,0.125,-0.014
"chr4-041","chr4",39000001,40000000,"chr4-041",-0.071,-0.037,0.083,-0.05,-0.105,0.082,0.102,-0.102,0.155,0.038,0.053,-0.023,-0.118
"chr4-042","chr4",40000001,40296396,"chr4-042",-0.044,-0.096,0.065,-0.079,-0.142,0.052,0.057,-0.081,0.154,0.046,-0.11,-0.027,-0.131
"chr4-043","chr4",40297097,41000000,"chr4-043",-0.032,-0.057,0.1,-0.082,-0.127,0.096,0.044,-0.078,0.172,0.051,-0.037,-0.008,-0.1
"chr4-044","chr4",41000001,42000000,"chr4-044",0.085,0.04,0.144,0.065,-0.019,0.163,0.107,0.019,0.234,0.119,0.194,0.143,0.018
"chr4-045","chr4",42000001,43000000,"chr4-045",0.061,0.015,0.099,0.036,-0.016,0.139,-0.094,0.014,0.332,0.132,0.148,0.117,0.015
"chr4-046","chr4",43000001,44000000,"chr4-046",0.223,0.078,0.138,0.092,0.013,0.276,-0.204,0.125,0.488,0.274,0.204,0.25,0.078
"chr4-047","chr4",44000001,45000000,"chr4-047",0.116,0.109,0.173,0.148,0.065,0.195,0.111,-0.012,0.414,0.14,0.302,0.196,0.046
"chr4-048","chr4",45000001,46000000,"chr4-048",0.168,0.002,0.13,-0.097,-0.006,0.227,-0.16,0.08,0.455,0.185,0.176,0.158,0.03
"chr4-049","chr4",46000001,47000000,"chr4-049",0.14,0.114,0.147,0.104,0.047,0.211,-0.007,0.025,0.408,0.185,0.26,0.168,-0.001
"chr4-050","chr4",47000001,48000000,"chr4-050",0.155,0.061,0.186,0.111,0.036,0.197,0.136,0.032,0.4,0.158,0.24,0.188,0.057
"chr4-051","chr4",48000001,49000000,"chr4-051",0.041,0.009,0.131,0.042,-0.031,0.111,0.116,0.009,0.363,0.084,0.138,0.091,-0.003
"chr4-052","chr4",49000001,49338941,"chr4-052",0.179,-0.033,0.1,0.031,0.005,0.167,-0.133,-0.076,-0.006,0.242,0.04,0.161,-0.048
"chr4-053","chr4",49488942,49660117,"chr4-053",0.125,-0.105,-0.011,0.016,0.016,0.103,0.141,-0.096,0.085,0.168,0.17,0.056,-0.095
"chr4-054","chr4",52660118,53000000,"chr4-054",0.055,0.05,0.03,0.146,-0.024,-0.062,-0.055,0.005,-0.015,0.092,0.221,0.129,0.045
"chr4-055","chr4",53000001,54000000,"chr4-055",0.052,-0.005,-0.007,0.092,-0.008,-0.048,-0.091,-0.006,-0.016,0.096,0.104,0.097,-0.023
"chr4-056","chr4",54000001,55000000,"chr4-056",0.032,-0.05,0.045,0.077,-0.032,-0.048,0.016,-0.001,-0.032,0.106,0.121,0.131,-0.002
"chr4-057","chr4",55000001,56000000,"chr4-057",0.054,-0.002,-0.04,0.096,-0.009,-0.066,-0.111,-0.019,-0.01,0.092,0.12,0.117,0.023
"chr4-058","chr4",56000001,57000000,"chr4-058",0.004,0.031,-0.042,0.063,-0.048,-0.08,-0.108,-0.028,-0.05,0.064,0.154,0.049,0.009
"chr4-059","chr4",57000001,58000000,"chr4-059",-0.049,-0.032,-0.07,0.06,-0.051,-0.091,-0.072,-0.104,-0.037,0.05,0.04,0.023,-0.103
"chr4-060","chr4",58000001,59000000,"chr4-060",0.077,-0.05,0.05,0.079,-0.027,0.011,-0.149,-0.02,0.015,0.144,0.043,0.13,-0.038
"chr4-061","chr4",59000001,59739333,"chr4-061",0.163,0.106,0.119,0.085,0.032,0.018,0.026,0.168,0.068,0.266,0.237,0.247,0.149
"chr4-062","chr4",59789334,60000000,"chr4-062",0.022,-0.082,-0.103,0.074,-0.002,-0.006,-0.312,-0.036,0.016,0.155,0.04,0.109,-0.079
"chr4-063","chr4",60000001,61000000,"chr4-063",0.222,0.075,0.12,0.154,0.081,0.167,-0.25,0.136,0.14,0.338,0.308,0.301,0.185
"chr4-064","chr4",61000001,62000000,"chr4-064",0.195,0.014,0.111,0.227,0.016,0.035,-0.113,0.1,0.13,0.219,0.265,0.301,0.093
"chr4-065","chr4",62000001,63000000,"chr4-065",0.13,0.04,0.087,0.061,-0.002,0.024,-0.101,0.089,0.062,0.196,0.189,0.188,0.048
"chr4-066","chr4",63000001,64000000,"chr4-066",0.198,-0.078,0.165,0,-0.055,0.043,-0.061,0.058,0.061,0.24,0.146,0.141,0.024
"chr4-067","chr4",64000001,65000000,"chr4-067",0.111,-0.137,-0.068,0.138,0.028,-0.023,-0.262,-0.011,0.032,0.214,0.177,0.113,-0.017
"chr4-068","chr4",65000001,66000000,"chr4-068",0.195,0.02,0.062,0.159,0.033,0.043,-0.121,0.143,0.074,0.238,0.255,0.279,0.162
"chr4-069","chr4",66000001,67000000,"chr4-069",0.131,0.105,0.075,0.184,0.026,-0.008,0.087,0.072,0.062,0.211,0.304,0.186,0.112
"chr4-070","chr4",67000001,68000000,"chr4-070",0.229,-0.001,0.188,0.133,-0.04,0.061,-0.072,0.096,0.072,0.249,0.169,0.227,0.081
"chr4-071","chr4",68000001,69000000,"chr4-071",0.112,0.036,0.022,0.082,-0.034,-0.023,-0.109,0.041,0.007,0.133,0.128,0.14,0.038
"chr4-072","chr4",69000001,70000000,"chr4-072",0.184,0.075,0.002,0.141,0.055,0.025,-0.252,0.079,0.018,0.199,0.255,0.238,0.097
"chr4-073","chr4",70000001,71000000,"chr4-073",0.233,0.107,0.044,0.09,0.011,0.089,-0.324,0.12,0.049,0.237,0.211,0.296,0.204
"chr4-074","chr4",71000001,72000000,"chr4-074",0.019,-0.005,-0.07,0.057,-0.06,-0.07,-0.181,-0.035,-0.02,0.087,0.105,0.036,-0.001
"chr4-075","chr4",72000001,73000000,"chr4-075",0.12,0.029,-0.008,0.135,0.015,0.019,-0.259,0.036,0.027,0.158,0.143,0.176,0.045
"chr4-076","chr4",73000001,74000000,"chr4-076",0.153,0.088,0.121,0.184,0.042,0.031,-0.053,0.074,0.026,0.204,0.242,0.239,0.118
"chr4-077","chr4",74000001,75000000,"chr4-077",0.152,0.056,0.097,0.133,0.023,0.022,0.036,0.066,0.024,0.169,0.192,0.228,0.097
"chr4-078","chr4",75000001,75427379,"chr4-078",0.135,0.072,0.073,0.137,0.026,0.015,0.04,0.042,0.043,0.142,0.302,0.226,0.112
"chr4-079","chr4",75452280,76000000,"chr4-079",0.136,0.1,0.035,0.177,0.047,-0.006,-0.084,0.082,0.06,0.126,0.239,0.231,0.087
"chr4-080","chr4",76000001,77000000,"chr4-080",0.033,0.013,0.001,0.102,-0.045,-0.047,-0.074,-0.056,-0.011,0.079,0.097,0.105,-0.02
"chr4-081","chr4",77000001,78000000,"chr4-081",0.061,0.032,0.005,0.09,-0.025,-0.067,-0.057,0.008,-0.024,0.078,0.136,0.111,0.028
"chr4-082","chr4",78000001,79000000,"chr4-082",0.057,0.029,-0.009,0.12,-0.006,-0.041,-0.058,-0.028,-0.002,0.111,0.17,0.143,0.002
"chr4-083","chr4",79000001,80000000,"chr4-083",0.095,0,0.125,0.088,-0.006,-0.015,0.008,0.05,0.012,0.143,0.095,0.174,0.031
"chr4-084","chr4",80000001,81000000,"chr4-084",0.119,0.03,0.077,0.139,0.017,0.009,-0.13,0.046,0.008,0.183,0.2,0.189,0.049
"chr4-085","chr4",81000001,82000000,"chr4-085",0.067,0.013,-0.05,0.09,-0.01,-0.054,-0.156,0.031,0.008,0.094,0.163,0.142,0.047
"chr4-086","chr4",82000001,83000000,"chr4-086",0.12,0.041,-0.023,0.104,-0.019,-0.021,-0.209,0.045,-0.003,0.119,0.136,0.149,0.031
"chr4-087","chr4",83000001,84000000,"chr4-087",-0.02,0.02,-0.049,0.078,-0.034,-0.105,-0.066,-0.054,-0.038,0.052,0.116,0.046,-0.07
"chr4-088","chr4",84000001,85000000,"chr4-088",0,0.018,-0.037,0.075,-0.02,-0.058,-0.129,-0.036,-0.008,0.075,0.089,0.069,-0.007
"chr4-089","chr4",85000001,86000000,"chr4-089",0.036,-0.004,-0.039,0.088,-0.041,-0.038,-0.16,0.01,-0.023,0.112,0.138,0.105,0.027
"chr4-090","chr4",86000001,87000000,"chr4-090",0.195,0.037,0.065,0.167,0.041,0.058,-0.077,0.079,0.059,0.25,0.183,0.233,0.063
"chr4-091","chr4",87000001,88000000,"chr4-091",0.039,0.06,-0.011,0.105,-0.007,-0.059,-0.068,0.005,0,0.082,0.171,0.093,0.043
"chr4-092","chr4",88000001,89000000,"chr4-092",0.094,0.036,0.024,0.077,-0.013,-0.014,-0.039,0.007,-0.01,0.147,0.124,0.103,0.024
"chr4-093","chr4",89000001,90000000,"chr4-093",0.027,0.04,-0.008,0.1,-0.002,-0.058,-0.102,-0.007,-0.007,0.079,-0.012,0.092,0.016
"chr4-094","chr4",90000001,91000000,"chr4-094",0.143,0.088,0.058,0.094,0.038,0.028,-0.016,0.089,0.057,0.176,0.237,0.211,0.104
"chr4-095","chr4",91000001,92000000,"chr4-095",0.088,0.035,0.024,0.03,0.004,0.007,-0.212,0.046,0.027,0.165,0.192,0.159,0.049
"chr4-096","chr4",92000001,93000000,"chr4-096",0.227,0.085,0.119,0.034,0.014,0.089,-0.176,0.129,0.021,0.23,0.216,0.298,0.124
"chr4-097","chr4",93000001,94000000,"chr4-097",0.022,0.093,-0.027,0.07,-0.032,-0.099,-0.196,0.04,-0.022,0.1,0.164,0.132,0.058
"chr4-098","chr4",94000001,95000000,"chr4-098",-0.087,0.043,-0.036,-0.194,-0.248,-0.268,-0.297,0.085,0.015,-0.043,-0.058,-0.019,0.091
"chr4-099","chr4",95000001,96000000,"chr4-099",-0.033,0.111,0.13,-0.186,-0.25,-0.301,0.027,0.091,0.059,-0.06,-0.005,-0.029,0.1
"chr4-100","chr4",96000001,97000000,"chr4-100",-0.037,0.122,0.066,-0.165,-0.206,-0.248,0.059,0.085,0.045,-0.061,0.038,0.057,0.109
"chr4-101","chr4",97000001,98000000,"chr4-101",-0.08,0.028,0.035,-0.294,-0.306,-0.245,-0.093,0.13,0.044,-0.035,-0.084,0.046,0.098
"chr4-102","chr4",98000001,99000000,"chr4-102",-0.003,0.101,0.039,-0.272,-0.22,-0.27,-0.286,0.09,0.031,-0.046,-0.057,0.077,0.042
"chr4-103","chr4",99000001,100000000,"chr4-103",-0.15,0.057,-0.004,-0.224,-0.291,-0.387,-0.052,0.014,-0.014,-0.125,-0.107,-0.1,0.004
"chr4-104","chr4",100000001,101000000,"chr4-104",-0.09,0.115,0.058,-0.186,-0.248,-0.305,0.02,0.054,0.039,-0.065,-0.042,-0.029,0.062
"chr4-105","chr4",101000001,102000000,"chr4-105",-0.01,0.115,0.07,-0.2,-0.241,-0.254,-0.056,0.1,0.065,-0.02,-0.047,0.075,0.121
"chr4-106","chr4",102000001,103000000,"chr4-106",0.005,0.158,0.124,-0.226,-0.273,-0.275,0.017,0.171,0.071,-0.003,-0.03,0.029,0.134
"chr4-107","chr4",103000001,104000000,"chr4-107",-0.118,0.083,0.012,-0.188,-0.241,-0.333,-0.099,0.003,0.017,-0.097,-0.078,-0.077,0.008
"chr4-108","chr4",104000001,105000000,"chr4-108",-0.03,0.037,0.029,-0.2,-0.259,-0.261,-0.158,0.081,0.068,-0.039,-0.052,0.014,0.066
"chr4-109","chr4",105000001,106000000,"chr4-109",-0.067,0.022,0.008,-0.19,-0.247,-0.281,-0.244,0.072,0.031,-0.042,-0.109,-0.011,0.047
"chr4-110","chr4",106000001,107000000,"chr4-110",-0.088,0.09,0.03,-0.225,-0.264,-0.33,-0.092,0.059,0.016,-0.079,-0.018,-0.071,0.033
"chr4-111","chr4",107000001,108000000,"chr4-111",0.045,0.104,0.085,-0.145,-0.22,-0.255,-0.125,0.111,0.066,0.024,0.117,0.067,0.111
"chr4-112","chr4",108000001,109000000,"chr4-112",-0.141,0.078,-0.015,-0.212,-0.259,-0.338,-0.089,0.033,-0.007,-0.125,-0.067,-0.072,0.046
"chr4-113","chr4",109000001,110000000,"chr4-113",-0.071,0.038,0.001,-0.195,-0.236,-0.309,-0.172,0.018,0.012,-0.094,-0.011,-0.044,0.06
"chr4-114","chr4",110000001,111000000,"chr4-114",-0.145,0.053,0.007,-0.195,-0.265,-0.312,-0.069,0.018,-0.004,-0.11,-0.107,-0.105,0.028
"chr4-115","chr4",111000001,112000000,"chr4-115",-0.08,0.069,0.038,-0.17,-0.242,-0.237,-0.061,0.072,0.034,-0.029,0,0.008,0.085
"chr4-116","chr4",112000001,113000000,"chr4-116",-0.028,0.084,0.062,-0.23,-0.259,-0.244,-0.247,0.093,0.071,0.014,-0.039,0.029,0.132
"chr4-117","chr4",113000001,114000000,"chr4-117",-0.106,0.034,-0.004,-0.206,-0.28,-0.294,-0.104,0.016,-0.001,-0.052,-0.042,-0.064,0.029
"chr4-118","chr4",114000001,115000000,"chr4-118",-0.051,0.096,0.083,-0.183,-0.249,-0.26,-0.018,0.094,0.035,-0.005,-0.009,0.01,0.086
"chr4-119","chr4",115000001,116000000,"chr4-119",-0.058,0.128,0.003,-0.146,-0.226,-0.256,-0.125,0.124,0.076,-0.065,0.087,-0.005,0.173
"chr4-120","chr4",116000001,117000000,"chr4-120",0.226,0.408,0.017,0.007,-0.117,-0.196,-0.093,0.247,0.112,0.154,0.142,0.226,0.284
"chr4-121","chr4",117000001,118000000,"chr4-121",0.003,0.106,0.13,-0.141,-0.217,-0.233,-0.161,0.153,0.022,0.052,0.059,0.034,0.16
"chr4-122","chr4",118000001,119000000,"chr4-122",-0.122,0.205,-0.041,-0.245,-0.237,-0.325,-0.121,0.153,0.012,-0.152,0.045,-0.084,0.19
"chr4-123","chr4",119000001,120000000,"chr4-123",-0.028,0.113,0.082,-0.122,-0.207,-0.324,-0.008,0.036,0.042,-0.028,0.065,0.013,0.072
"chr4-124","chr4",120000001,121000000,"chr4-124",-0.066,0.097,0.06,-0.093,-0.24,-0.313,0.014,0.049,0.026,-0.022,0.025,-0.021,0.039
"chr4-125","chr4",121000001,122000000,"chr4-125",-0.1,0.075,0.01,-0.133,-0.264,-0.372,-0.054,0.058,0.035,-0.047,0.003,-0.076,0.054
"chr4-126","chr4",122000001,123000000,"chr4-126",-0.111,0.063,0.035,-0.119,-0.25,-0.33,-0.021,0.045,-0.002,-0.1,-0.058,-0.054,0.07
"chr4-127","chr4",123000001,124000000,"chr4-127",-0.079,0.094,0.027,-0.135,-0.27,-0.329,-0.014,0.074,0.03,-0.085,0.002,-0.044,0.108
"chr4-128","chr4",124000001,125000000,"chr4-128",-0.069,0.086,0.063,-0.164,-0.31,-0.311,-0.012,0.076,0.027,-0.054,-0.089,-0.053,0.083
"chr4-129","chr4",125000001,126000000,"chr4-129",-0.03,0.114,0.13,-0.092,-0.276,-0.281,0.032,0.086,0.077,-0.044,0.036,0.008,0.112
"chr4-130","chr4",126000001,127000000,"chr4-130",0.007,0.139,0.087,-0.03,-0.254,-0.232,0.09,0.122,0.073,-0.006,0.126,0.069,0.164
"chr4-131","chr4",127000001,128000000,"chr4-131",0,0.024,0.085,-0.1,-0.239,-0.176,0.001,0.058,0.071,0.034,-0.021,0.023,0.115
"chr4-132","chr4",128000001,129000000,"chr4-132",-0.198,0.062,-0.015,-0.161,-0.279,-0.352,0.022,-0.026,-0.038,-0.141,-0.006,-0.122,0.049
"chr4-133","chr4",129000001,130000000,"chr4-133",-0.147,0.04,0.05,-0.15,-0.28,-0.392,0.001,-0.022,-0.01,-0.102,-0.096,-0.131,-0.014
"chr4-134","chr4",130000001,131000000,"chr4-134",0.012,0.211,0.121,0.022,-0.169,-0.238,0.058,0.12,0.043,0.017,0.162,0.12,0.124
"chr4-135","chr4",131000001,132000000,"chr4-135",0.017,0.024,0.06,-0.073,-0.305,-0.246,-0.311,0.128,-0.036,0.025,0.016,0.029,0.105
"chr4-136","chr4",132000001,133000000,"chr4-136",-0.078,-0.09,0.028,-0.13,-0.256,-0.17,-0.187,-0.074,-0.074,0.049,-0.142,-0.083,-0.132
"chr4-137","chr4",133000001,134000000,"chr4-137",-0.043,0.104,-0.049,-0.13,-0.263,-0.265,-0.205,0.071,0.026,-0.026,-0.035,0.037,0.085
"chr4-138","chr4",134000001,135000000,"chr4-138",0.009,0.186,0.064,0.046,-0.162,-0.262,0.004,0.098,0.09,-0.03,0.086,0.057,0.144
"chr4-139","chr4",135000001,136000000,"chr4-139",0.024,0.145,0.1,-0.054,-0.214,-0.19,-0.031,0.12,0.027,0.029,0.054,0.055,0.142
"chr4-140","chr4",136000001,137000000,"chr4-140",-0.067,0.065,0.074,-0.175,-0.307,-0.246,-0.182,0.099,0.053,0.032,-0.072,0.03,0.07
"chr4-141","chr4",137000001,138000000,"chr4-141",-0.053,0.044,0.092,-0.188,-0.28,-0.276,-0.165,0.09,0.039,-0.047,-0.05,-0.006,0.119
"chr4-142","chr4",138000001,139000000,"chr4-142",0.009,0.117,0.099,-0.146,-0.234,-0.232,0.012,0.143,0.089,0.013,0.034,-0.003,0.068
"chr4-143","chr4",139000001,140000000,"chr4-143",-0.126,0.017,0.013,-0.163,-0.322,-0.306,-0.118,0.026,0.018,-0.057,-0.142,-0.064,0.016
"chr4-144","chr4",140000001,141000000,"chr4-144",-0.152,0.043,-0.042,-0.121,-0.258,-0.381,-0.061,-0.02,-0.014,-0.144,-0.071,-0.11,-0.018
"chr4-145","chr4",141000001,142000000,"chr4-145",-0.122,0.077,-0.006,-0.104,-0.237,-0.334,-0.044,0.031,0.012,-0.101,-0.011,-0.081,0.061
"chr4-146","chr4",142000001,143000000,"chr4-146",-0.052,0.051,0.073,-0.064,-0.212,-0.272,0.015,0.056,0.053,-0.03,-0.009,0.008,0.058
"chr4-147","chr4",143000001,144000000,"chr4-147",-0.085,0.1,0.065,-0.122,-0.281,-0.314,-0.051,0.114,0.057,-0.05,-0.083,-0.034,0.097
"chr4-148","chr4",144000001,145000000,"chr4-148",-0.088,0.03,0.028,-0.158,-0.244,-0.311,-0.052,0.006,0.025,-0.085,-0.064,-0.071,0.014
"chr4-149","chr4",145000001,146000000,"chr4-149",-0.046,-0.021,0.047,-0.173,-0.278,-0.295,-0.095,0.048,0.017,-0.02,-0.154,0,0.065
"chr4-150","chr4",146000001,147000000,"chr4-150",-0.111,0.066,0.061,-0.057,-0.263,-0.331,0.085,0.013,-0.027,-0.087,-0.053,-0.063,0.034
"chr4-151","chr4",147000001,148000000,"chr4-151",-0.087,0.049,0.13,-0.158,-0.234,-0.283,-0.051,0.055,0.027,-0.075,-0.027,-0.023,0.083
"chr4-152","chr4",148000001,149000000,"chr4-152",-0.147,0.077,0.161,-0.234,-0.278,-0.361,0.029,0.008,0.03,-0.104,-0.102,-0.1,0.013
"chr4-153","chr4",149000001,150000000,"chr4-153",-0.137,0.075,-0.005,-0.238,-0.303,-0.331,-0.128,0.014,-0.04,-0.096,-0.105,-0.067,0.039
"chr4-154","chr4",150000001,151000000,"chr4-154",-0.11,0.033,0.014,-0.285,-0.281,-0.337,-0.073,0.051,0.012,-0.098,-0.149,-0.058,0.101
"chr4-155","chr4",151000001,152000000,"chr4-155",-0.182,0.004,-0.018,-0.321,-0.362,-0.36,-0.084,-0.003,-0.022,-0.107,-0.182,-0.157,0.009
"chr4-156","chr4",152000001,153000000,"chr4-156",-0.106,0.064,-0.012,-0.198,-0.259,-0.33,-0.155,0.013,-0.012,-0.089,-0.089,-0.043,0.011
"chr4-157","chr4",153000001,154000000,"chr4-157",-0.104,0.003,0.008,-0.243,-0.274,-0.303,-0.115,0.014,0.01,-0.079,-0.144,-0.054,0.001
"chr4-158","chr4",154000001,155000000,"chr4-158",-0.199,0.127,-0.078,-0.277,-0.286,-0.368,-0.134,-0.013,-0.017,-0.163,-0.109,-0.162,-0.004
"chr4-159","chr4",155000001,156000000,"chr4-159",-0.053,-0.129,-0.003,-0.22,-0.235,-0.278,-0.172,0.026,0.042,-0.04,-0.08,-0.009,0.049
"chr4-160","chr4",156000001,157000000,"chr4-160",-0.061,0.102,0.033,-0.22,-0.248,-0.289,-0.058,0.079,0.054,-0.046,-0.002,-0.031,0.081
"chr4-161","chr4",157000001,158000000,"chr4-161",-0.026,0.09,0.069,-0.166,-0.25,-0.273,-0.009,0.116,0.068,-0.004,0.037,-0.013,0.096
"chr4-162","chr4",158000001,159000000,"chr4-162",-0.022,0.113,0.058,-0.203,-0.214,-0.248,-0.013,0.086,0.049,-0.038,0.097,0.056,0.085
"chr4-163","chr4",159000001,160000000,"chr4-163",-0.098,0.057,0.02,-0.254,-0.274,-0.324,-0.069,0.033,0.029,-0.061,-0.098,-0.094,0.008
"chr4-164","chr4",160000001,161000000,"chr4-164",-0.144,0.019,-0.004,-0.292,-0.351,-0.371,-0.077,-0.012,-0.007,-0.086,-0.211,-0.157,-0.008
"chr4-165","chr4",161000001,162000000,"chr4-165",0.039,0.063,-0.01,-0.258,-0.201,-0.244,-0.135,0.141,0.08,0.006,0.039,0.045,0.181
"chr4-166","chr4",162000001,163000000,"chr4-166",-0.078,-0.043,-0.02,-0.262,-0.338,-0.283,-0.355,0.067,-0.038,-0.005,-0.081,-0.01,0.087
"chr4-167","chr4",163000001,164000000,"chr4-167",-0.064,-0.103,0.029,-0.128,-0.29,-0.242,-0.251,0.008,0.004,-0.029,-0.06,-0.057,0.029
"chr4-168","chr4",164000001,165000000,"chr4-168",-0.117,0.04,-0.038,-0.198,-0.282,-0.32,-0.211,0.032,0.002,-0.083,-0.031,-0.118,0.018
"chr4-169","chr4",165000001,166000000,"chr4-169",-0.132,-0.09,-0.059,-0.196,-0.245,-0.308,-0.2,-0.004,-0.007,-0.086,-0.079,-0.111,-0.007
"chr4-170","chr4",166000001,167000000,"chr4-170",-0.092,-0.08,-0.022,-0.224,-0.254,-0.348,-0.14,0.024,-0.02,-0.1,-0.043,-0.124,0.012
"chr4-171","chr4",167000001,168000000,"chr4-171",0.011,0.042,0.105,-0.262,-0.299,-0.236,-0.191,0.122,0.039,0.048,0.029,0.013,0.118
"chr4-172","chr4",168000001,169000000,"chr4-172",-0.062,-0.227,-0.023,-0.175,-0.222,-0.293,-0.281,0.067,0.009,0.006,0.068,-0.007,0.037
"chr4-173","chr4",169000001,170000000,"chr4-173",-0.057,-0.156,0.04,-0.253,-0.261,-0.326,-0.051,0.031,0.058,-0.037,-0.057,-0.056,0
"chr4-174","chr4",170000001,171000000,"chr4-174",-0.116,-0.12,0.012,-0.31,-0.274,-0.316,-0.06,0.009,0.02,-0.076,-0.063,-0.114,0.036
"chr4-175","chr4",171000001,172000000,"chr4-175",-0.147,-0.151,-0.016,-0.317,-0.285,-0.362,-0.243,0.038,-0.035,-0.1,-0.046,-0.088,0.059
"chr4-176","chr4",172000001,173000000,"chr4-176",-0.017,-0.154,-0.047,-0.288,-0.224,-0.281,-0.211,0.065,0.059,-0.076,-0.002,-0.007,0.133
"chr4-177","chr4",173000001,174000000,"chr4-177",-0.032,-0.161,0.029,-0.301,-0.235,-0.229,-0.14,0.052,0.038,-0.018,-0.015,0.026,0.087
"chr4-178","chr4",174000001,175000000,"chr4-178",-0.098,-0.092,0,-0.251,-0.229,-0.37,-0.074,0.049,0.058,-0.107,0.057,-0.052,0.042
"chr4-179","chr4",175000001,176000000,"chr4-179",0.027,-0.059,0.071,-0.21,-0.195,-0.26,-0.065,0.08,0.086,0.021,0.103,0.011,0.117
